# SignalP-6.0	Organism: Eukarya	Timestamp: 20221121194019
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
maker-000002F-exonerate_protein2genome-gene-79.0-mRNA-2	OTHER	1.000056	0.000000	
maker-000002F-est_gff_StringTie-gene-80.0-mRNA-1	OTHER	1.000045	0.000000	
maker-000002F-est_gff_StringTie-gene-80.0-mRNA-2	OTHER	1.000045	0.000000	
maker-000002F-est_gff_StringTie-gene-81.0-mRNA-1	OTHER	1.000062	0.000001	
maker-000002F-est_gff_StringTie-gene-81.0-mRNA-2	OTHER	1.000060	0.000001	
maker-000002F-est_gff_StringTie-gene-81.0-mRNA-3	OTHER	1.000060	0.000001	
maker-000002F-est_gff_StringTie-gene-81.1-mRNA-4	OTHER	1.000053	0.000000	
maker-000002F-est_gff_StringTie-gene-81.1-mRNA-3	OTHER	1.000053	0.000000	
maker-000002F-est_gff_StringTie-gene-81.1-mRNA-1	OTHER	1.000053	0.000000	
maker-000002F-est_gff_StringTie-gene-81.1-mRNA-2	OTHER	1.000052	0.000000	
maker-000002F-est_gff_StringTie-gene-1.1-mRNA-1	OTHER	0.964894	0.035098	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-4	OTHER	0.996952	0.003099	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-1	OTHER	1.000057	0.000000	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-2	OTHER	1.000058	0.000000	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-3	OTHER	1.000043	0.000000	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-5	OTHER	1.000111	0.000000	
maker-000002F-est_gff_StringTie-gene-3.1-mRNA-6	OTHER	1.000057	0.000000	
maker-000002F-est_gff_StringTie-gene-5.2-mRNA-1	OTHER	0.999994	0.000001	
augustus_masked-000002F-processed-gene-5.5-mRNA-1	SP	0.000211	0.999768	CS pos: 21-22. Pr: 0.9791
maker-000002F-exonerate_protein2genome-gene-6.1-mRNA-2	SP	0.082193	0.917791	CS pos: 25-26. Pr: 0.7148
maker-000002F-exonerate_protein2genome-gene-6.1-mRNA-1	OTHER	1.000076	0.000001	
maker-000002F-est_gff_StringTie-gene-7.1-mRNA-1	OTHER	1.000042	0.000000	
maker-000002F-est_gff_StringTie-gene-7.1-mRNA-3	OTHER	1.000042	0.000000	
maker-000002F-est_gff_StringTie-gene-7.1-mRNA-2	OTHER	1.000061	0.000000	
maker-000002F-est_gff_StringTie-gene-7.1-mRNA-4	OTHER	1.000060	0.000000	
maker-000002F-est_gff_StringTie-gene-10.2-mRNA-1	OTHER	0.999999	0.000005	
evm-000002F-processed-gene-17.2-mRNA-1	OTHER	1.000045	0.000000	
maker-000002F-augustus-gene-17.16-mRNA-1	OTHER	1.000071	0.000001	
maker-000002F-est_gff_StringTie-gene-19.2-mRNA-1	OTHER	1.000019	0.000009	
maker-000002F-est_gff_StringTie-gene-19.2-mRNA-2	OTHER	1.000019	0.000009	
maker-000002F-est_gff_StringTie-gene-19.3-mRNA-1	OTHER	0.999990	0.000003	
augustus_masked-000002F-processed-gene-19.12-mRNA-1	OTHER	1.000052	0.000005	
augustus_masked-000002F-processed-gene-19.13-mRNA-1	OTHER	1.000057	0.000005	
augustus_masked-000002F-processed-gene-19.14-mRNA-1	OTHER	1.000047	0.000001	
augustus_masked-000002F-processed-gene-19.15-mRNA-1	OTHER	1.000061	0.000001	
augustus_masked-000002F-processed-gene-19.16-mRNA-1	OTHER	1.000056	0.000001	
augustus_masked-000002F-processed-gene-19.17-mRNA-1	OTHER	1.000056	0.000001	
maker-000002F-exonerate_protein2genome-gene-19.5-mRNA-1	OTHER	1.000068	0.000000	
augustus_masked-000002F-processed-gene-20.3-mRNA-1	OTHER	0.999980	0.000020	
maker-000002F-est_gff_StringTie-gene-21.2-mRNA-1	OTHER	0.999247	0.000783	
maker-000002F-est_gff_StringTie-gene-21.3-mRNA-1	OTHER	0.999275	0.000748	
maker-000002F-exonerate_protein2genome-gene-22.1-mRNA-1	OTHER	1.000058	0.000000	
maker-000002F-est_gff_StringTie-gene-23.2-mRNA-2	OTHER	1.000068	0.000000	
maker-000002F-est_gff_StringTie-gene-23.2-mRNA-1	OTHER	1.000064	0.000000	
maker-000002F-est_gff_StringTie-gene-23.2-mRNA-3	OTHER	1.000068	0.000000	
maker-000002F-est_gff_StringTie-gene-23.3-mRNA-1	OTHER	1.000049	0.000001	
maker-000002F-est_gff_StringTie-gene-26.0-mRNA-1	OTHER	0.998713	0.001266	
maker-000002F-est_gff_StringTie-gene-27.1-mRNA-1	SP	0.000480	0.999488	CS pos: 27-28. Pr: 0.9757
maker-000002F-est_gff_StringTie-gene-28.2-mRNA-1	OTHER	1.000079	0.000000	
maker-000002F-est_gff_StringTie-gene-28.2-mRNA-2	OTHER	1.000079	0.000000	
evm-000002F-processed-gene-29.6-mRNA-1	OTHER	1.000068	0.000000	
evm-000002F-processed-gene-33.0-mRNA-1	OTHER	0.997131	0.002895	
maker-000002F-est_gff_StringTie-gene-33.1-mRNA-1	OTHER	0.999991	0.000003	
maker-000002F-augustus-gene-36.13-mRNA-3	OTHER	1.000055	0.000000	
maker-000002F-augustus-gene-36.13-mRNA-2	OTHER	1.000051	0.000000	
maker-000002F-augustus-gene-36.13-mRNA-4	OTHER	1.000051	0.000000	
maker-000002F-augustus-gene-36.13-mRNA-1	OTHER	1.000051	0.000000	
evm-000002F-processed-gene-39.9-mRNA-1	OTHER	0.999935	0.000100	
augustus_masked-000002F-processed-gene-39.6-mRNA-1	OTHER	1.000080	0.000002	
maker-000002F-est_gff_StringTie-gene-41.0-mRNA-1	OTHER	1.000041	0.000000	
maker-000002F-est_gff_StringTie-gene-41.1-mRNA-1	OTHER	1.000053	0.000001	
maker-000002F-est_gff_StringTie-gene-42.0-mRNA-1	OTHER	0.999943	0.000074	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-4	OTHER	1.000080	0.000000	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-1	OTHER	1.000047	0.000004	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-5	OTHER	1.000080	0.000000	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-3	OTHER	1.000043	0.000004	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-2	OTHER	1.000043	0.000004	
maker-000002F-est_gff_StringTie-gene-42.1-mRNA-6	OTHER	1.000027	0.000001	
maker-000002F-est_gff_StringTie-gene-44.1-mRNA-1	OTHER	1.000054	0.000007	
maker-000002F-est_gff_StringTie-gene-44.1-mRNA-2	OTHER	1.000054	0.000007	
maker-000002F-est_gff_StringTie-gene-46.0-mRNA-1	OTHER	1.000040	0.000000	
maker-000002F-est_gff_StringTie-gene-46.0-mRNA-2	OTHER	1.000040	0.000000	
maker-000002F-est_gff_StringTie-gene-46.0-mRNA-3	OTHER	1.000040	0.000000	
maker-000002F-est_gff_StringTie-gene-46.1-mRNA-1	OTHER	1.000024	0.000000	
maker-000002F-est_gff_StringTie-gene-46.1-mRNA-2	SP	0.000220	0.999761	CS pos: 19-20. Pr: 0.8964
maker-000002F-est_gff_StringTie-gene-46.1-mRNA-3	OTHER	1.000024	0.000000	
maker-000002F-est_gff_StringTie-gene-46.2-mRNA-4	OTHER	1.000035	0.000000	
maker-000002F-est_gff_StringTie-gene-46.2-mRNA-3	OTHER	1.000035	0.000000	
maker-000002F-est_gff_StringTie-gene-46.2-mRNA-2	OTHER	0.999623	0.000413	
maker-000002F-est_gff_StringTie-gene-46.2-mRNA-1	OTHER	1.000061	0.000003	
maker-000002F-est_gff_StringTie-gene-46.2-mRNA-5	OTHER	1.000054	0.000000	
maker-000002F-augustus-gene-47.5-mRNA-1	OTHER	1.000036	0.000025	
augustus_masked-000002F-processed-gene-51.2-mRNA-1	OTHER	1.000061	0.000000	
maker-000002F-est_gff_StringTie-gene-54.0-mRNA-1	OTHER	1.000048	0.000005	
maker-000002F-exonerate_protein2genome-gene-63.3-mRNA-1	OTHER	0.999959	0.000038	
maker-000002F-exonerate_protein2genome-gene-63.3-mRNA-2	OTHER	0.996083	0.003943	
maker-000002F-exonerate_protein2genome-gene-68.0-mRNA-1	SP	0.000297	0.999672	CS pos: 21-22. Pr: 0.8702
augustus_masked-000002F-processed-gene-69.1-mRNA-1	OTHER	1.000064	0.000000	
maker-000002F-augustus-gene-71.4-mRNA-1	OTHER	1.000011	0.000021	
maker-000002F-est_gff_StringTie-gene-74.1-mRNA-2	OTHER	1.000050	0.000000	
maker-000002F-est_gff_StringTie-gene-74.1-mRNA-1	OTHER	1.000023	0.000013	
maker-000002F-est_gff_StringTie-gene-76.1-mRNA-1	SP	0.209573	0.790441	CS pos: 43-44. Pr: 0.6655
maker-000002F-est_gff_StringTie-gene-76.1-mRNA-2	SP	0.209573	0.790441	CS pos: 43-44. Pr: 0.6655
evm-000002F-processed-gene-78.3-mRNA-1	OTHER	0.999996	0.000000	
maker-000002F-exonerate_protein2genome-gene-78.1-mRNA-4	OTHER	1.000054	0.000000	
maker-000002F-exonerate_protein2genome-gene-78.1-mRNA-3	OTHER	1.000047	0.000000	
maker-000002F-exonerate_protein2genome-gene-78.1-mRNA-2	OTHER	1.000043	0.000000	
maker-000002F-exonerate_protein2genome-gene-78.1-mRNA-1	OTHER	1.000054	0.000000	
maker-000002F-est_gff_StringTie-gene-78.4-mRNA-1	OTHER	0.999994	0.000003	
maker-000002F-est_gff_StringTie-gene-79.4-mRNA-2	OTHER	1.000044	0.000000	
maker-000002F-est_gff_StringTie-gene-79.4-mRNA-1	OTHER	1.000044	0.000000	
maker-000002F-est_gff_StringTie-gene-79.4-mRNA-3	OTHER	1.000044	0.000000	
augustus_masked-000002F-processed-gene-79.10-mRNA-1	OTHER	0.947265	0.052746	
maker-000002F-est_gff_StringTie-gene-80.1-mRNA-1	OTHER	1.000052	0.000000	
maker-000002F-est_gff_StringTie-gene-80.1-mRNA-2	OTHER	1.000050	0.000000	
maker-000002F-est_gff_StringTie-gene-80.1-mRNA-3	OTHER	1.000050	0.000000	
maker-000002F-est_gff_StringTie-gene-80.1-mRNA-4	OTHER	1.000050	0.000000	
evm-000002F-processed-gene-80.1-mRNA-1	OTHER	1.000061	0.000000	
augustus_masked-000002F-processed-gene-80.10-mRNA-1	OTHER	1.000063	0.000000	
maker-000002F-est_gff_StringTie-gene-81.2-mRNA-1	OTHER	1.000039	0.000000	
maker-000003F-est_gff_StringTie-gene-0.0-mRNA-1	OTHER	1.000073	0.000000	
maker-000003F-est_gff_StringTie-gene-1.0-mRNA-1	OTHER	1.000069	0.000000	
evm-000003F-processed-gene-1.7-mRNA-1	OTHER	1.000038	0.000000	
maker-000003F-est_gff_StringTie-gene-3.0-mRNA-1	OTHER	1.000001	0.000003	
maker-000003F-exonerate_protein2genome-gene-4.0-mRNA-1	OTHER	1.000064	0.000000	
maker-000003F-exonerate_protein2genome-gene-4.0-mRNA-2	OTHER	1.000064	0.000000	
maker-000003F-exonerate_protein2genome-gene-4.0-mRNA-3	OTHER	1.000064	0.000000	
augustus_masked-000003F-processed-gene-5.1-mRNA-1	OTHER	1.000076	0.000000	
maker-000003F-est_gff_StringTie-gene-7.0-mRNA-1	SP	0.000919	0.999055	CS pos: 25-26. Pr: 0.9441
maker-000003F-est_gff_StringTie-gene-7.1-mRNA-1	OTHER	1.000006	0.000000	
maker-000003F-est_gff_StringTie-gene-8.0-mRNA-1	OTHER	1.000056	0.000005	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-1	OTHER	1.000087	0.000001	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-2	OTHER	1.000074	0.000000	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-5	OTHER	1.000048	0.000000	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-4	OTHER	1.000045	0.000000	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-3	OTHER	1.000045	0.000000	
maker-000003F-est_gff_StringTie-gene-9.1-mRNA-6	OTHER	1.000045	0.000000	
evm-000003F-processed-gene-9.4-mRNA-1	OTHER	1.000051	0.000000	
evm-000003F-processed-gene-10.1-mRNA-1	OTHER	1.000054	0.000000	
augustus_masked-000003F-processed-gene-10.3-mRNA-1	OTHER	1.000056	0.000000	
augustus_masked-000003F-processed-gene-10.5-mRNA-1	OTHER	0.994777	0.005233	
maker-000003F-est_gff_StringTie-gene-17.0-mRNA-4	OTHER	1.000085	0.000000	
maker-000003F-est_gff_StringTie-gene-17.0-mRNA-1	OTHER	1.000085	0.000000	
maker-000003F-est_gff_StringTie-gene-17.0-mRNA-2	OTHER	1.000076	0.000000	
maker-000003F-est_gff_StringTie-gene-17.0-mRNA-3	OTHER	1.000052	0.000000	
evm-000003F-processed-gene-19.0-mRNA-1	OTHER	1.000039	0.000003	
evm-000003F-processed-gene-21.0-mRNA-1	OTHER	1.000054	0.000002	
maker-000003F-exonerate_protein2genome-gene-21.6-mRNA-1	OTHER	1.000064	0.000000	
maker-000003F-exonerate_protein2genome-gene-21.6-mRNA-2	OTHER	1.000004	0.000004	
maker-000003F-est_gff_StringTie-gene-21.2-mRNA-1	OTHER	1.000052	0.000000	
maker-000003F-est_gff_StringTie-gene-21.3-mRNA-1	OTHER	1.000062	0.000000	
maker-000003F-est_gff_StringTie-gene-23.1-mRNA-3	OTHER	1.000078	0.000001	
maker-000003F-est_gff_StringTie-gene-23.1-mRNA-2	OTHER	1.000078	0.000001	
maker-000003F-est_gff_StringTie-gene-23.1-mRNA-1	OTHER	1.000079	0.000001	
maker-000003F-augustus-gene-24.0-mRNA-1	OTHER	1.000071	0.000000	
maker-000003F-est_gff_StringTie-gene-25.0-mRNA-1	OTHER	1.000055	0.000000	
evm-000003F-processed-gene-25.4-mRNA-1	OTHER	1.000066	0.000000	
augustus_masked-000003F-processed-gene-25.9-mRNA-1	OTHER	1.000063	0.000006	
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-1	SP	0.299445	0.700543	CS pos: 23-24. Pr: 0.4993
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-2	SP	0.299445	0.700542	CS pos: 23-24. Pr: 0.4993
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-4	OTHER	1.000013	0.000004	
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-5	OTHER	1.000013	0.000004	
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-3	OTHER	0.597138	0.402862	
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-6	OTHER	0.999988	0.000000	
maker-000003F-est_gff_StringTie-gene-25.1-mRNA-7	OTHER	0.999992	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-4	OTHER	1.000018	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-1	OTHER	1.000018	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-2	OTHER	1.000018	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-6	OTHER	1.000057	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-3	OTHER	1.000072	0.000000	
maker-000003F-exonerate_protein2genome-gene-26.2-mRNA-5	OTHER	1.000048	0.000022	
maker-000003F-augustus-gene-26.5-mRNA-1	OTHER	1.000066	0.000001	
maker-000003F-est_gff_StringTie-gene-26.4-mRNA-1	OTHER	1.000055	0.000000	
maker-000003F-est_gff_StringTie-gene-26.4-mRNA-2	OTHER	1.000048	0.000000	
maker-000003F-est_gff_StringTie-gene-26.4-mRNA-3	OTHER	1.000057	0.000000	
evm-000003F-processed-gene-26.3-mRNA-1	OTHER	1.000054	0.000000	
maker-000003F-est_gff_StringTie-gene-27.1-mRNA-1	OTHER	1.000049	0.000000	
maker-000003F-est_gff_StringTie-gene-27.1-mRNA-2	OTHER	1.000049	0.000000	
maker-000003F-est_gff_StringTie-gene-27.2-mRNA-1	SP	0.004302	0.995659	CS pos: 31-32. Pr: 0.9579
maker-000003F-est_gff_StringTie-gene-27.2-mRNA-3	OTHER	1.000026	0.000000	
maker-000003F-est_gff_StringTie-gene-27.2-mRNA-2	OTHER	1.000026	0.000002	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-5	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-6	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-7	OTHER	1.000046	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-8	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-1	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-2	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-3	OTHER	1.000051	0.000001	
maker-000003F-exonerate_protein2genome-gene-27.0-mRNA-4	OTHER	1.000040	0.000000	
maker-000003F-est_gff_StringTie-gene-28.0-mRNA-1	OTHER	0.999980	0.000025	
maker-000003F-est_gff_StringTie-gene-28.0-mRNA-2	OTHER	0.629565	0.370437	
maker-000003F-est_gff_StringTie-gene-28.0-mRNA-3	SP	0.244072	0.755919	CS pos: 25-26. Pr: 0.5830
maker-000003F-est_gff_StringTie-gene-28.1-mRNA-1	SP	0.000185	0.999787	CS pos: 19-20. Pr: 0.9817
maker-000003F-est_gff_StringTie-gene-28.1-mRNA-2	SP	0.000172	0.999788	CS pos: 21-22. Pr: 0.9810
maker-000003F-est_gff_StringTie-gene-29.0-mRNA-1	OTHER	0.999774	0.000227	
maker-000003F-est_gff_StringTie-gene-29.1-mRNA-1	SP	0.000226	0.999723	CS pos: 27-28. Pr: 0.9662
maker-000003F-est_gff_StringTie-gene-29.2-mRNA-1	OTHER	0.999992	0.000011	
maker-000003F-exonerate_protein2genome-gene-33.0-mRNA-2	OTHER	1.000050	0.000000	
maker-000003F-exonerate_protein2genome-gene-33.0-mRNA-1	OTHER	1.000050	0.000000	
evm-000003F-processed-gene-33.18-mRNA-1	OTHER	1.000052	0.000000	
augustus_masked-000003F-processed-gene-33.11-mRNA-1	OTHER	1.000072	0.000000	
maker-000003F-est_gff_StringTie-gene-34.0-mRNA-1	OTHER	1.000042	0.000008	
maker-000003F-est_gff_StringTie-gene-34.0-mRNA-2	OTHER	1.000056	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-1	OTHER	1.000105	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-3	OTHER	1.000097	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-4	OTHER	1.000097	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-5	OTHER	1.000097	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-6	OTHER	1.000097	0.000000	
maker-000003F-augustus-gene-34.5-mRNA-2	OTHER	1.000097	0.000000	
maker-000003F-est_gff_StringTie-gene-36.0-mRNA-1	OTHER	0.999990	0.000013	
augustus_masked-000003F-processed-gene-37.0-mRNA-1	OTHER	1.000043	0.000000	
augustus_masked-000003F-processed-gene-37.1-mRNA-1	OTHER	1.000071	0.000000	
maker-000003F-est_gff_StringTie-gene-37.0-mRNA-1	OTHER	0.999997	0.000015	
maker-000003F-augustus-gene-38.0-mRNA-1	OTHER	1.000077	0.000000	
maker-000003F-augustus-gene-38.0-mRNA-2	OTHER	1.000055	0.000000	
maker-000003F-est_gff_StringTie-gene-38.2-mRNA-1	OTHER	0.999875	0.000157	
maker-000003F-est_gff_StringTie-gene-38.2-mRNA-3	OTHER	0.999875	0.000157	
maker-000003F-est_gff_StringTie-gene-38.2-mRNA-2	OTHER	0.999875	0.000157	
maker-000003F-exonerate_protein2genome-gene-38.0-mRNA-1	OTHER	1.000051	0.000001	
maker-000003F-est_gff_StringTie-gene-39.0-mRNA-1	OTHER	0.999973	0.000001	
maker-000003F-est_gff_StringTie-gene-39.0-mRNA-2	OTHER	1.000058	0.000000	
maker-000003F-est_gff_StringTie-gene-39.1-mRNA-1	OTHER	1.000091	0.000000	
maker-000003F-est_gff_StringTie-gene-39.2-mRNA-1	OTHER	1.000032	0.000000	
maker-000003F-est_gff_StringTie-gene-40.0-mRNA-1	OTHER	1.000059	0.000001	
maker-000003F-est_gff_StringTie-gene-42.1-mRNA-1	OTHER	1.000039	0.000000	
maker-000003F-est_gff_StringTie-gene-44.0-mRNA-2	OTHER	1.000044	0.000000	
maker-000003F-est_gff_StringTie-gene-44.0-mRNA-3	OTHER	0.614480	0.385523	
maker-000003F-est_gff_StringTie-gene-44.0-mRNA-1	OTHER	0.999812	0.000244	
maker-000003F-est_gff_StringTie-gene-44.0-mRNA-4	OTHER	1.000050	0.000001	
augustus_masked-000003F-processed-gene-44.14-mRNA-1	OTHER	0.997283	0.002755	
maker-000003F-exonerate_protein2genome-gene-44.6-mRNA-2	OTHER	0.968813	0.031189	
maker-000003F-exonerate_protein2genome-gene-44.6-mRNA-3	OTHER	0.968813	0.031189	
maker-000003F-exonerate_protein2genome-gene-44.6-mRNA-4	OTHER	0.968812	0.031189	
maker-000003F-exonerate_protein2genome-gene-44.6-mRNA-1	OTHER	0.968817	0.031189	
maker-000003F-augustus-gene-44.8-mRNA-1	OTHER	1.000046	0.000000	
maker-000003F-augustus-gene-44.8-mRNA-2	OTHER	1.000046	0.000000	
maker-000003F-augustus-gene-44.8-mRNA-3	OTHER	1.000046	0.000000	
maker-000003F-est_gff_StringTie-gene-45.0-mRNA-1	OTHER	1.000059	0.000002	
maker-000003F-est_gff_StringTie-gene-45.0-mRNA-3	OTHER	1.000032	0.000009	
maker-000003F-est_gff_StringTie-gene-45.0-mRNA-2	OTHER	1.000032	0.000009	
augustus_masked-000003F-processed-gene-45.3-mRNA-1	OTHER	1.000051	0.000000	
augustus_masked-000003F-processed-gene-45.4-mRNA-1	OTHER	1.000038	0.000000	
augustus_masked-000003F-processed-gene-45.5-mRNA-1	OTHER	1.000064	0.000000	
evm-000003F-processed-gene-46.17-mRNA-1	OTHER	1.000059	0.000000	
augustus_masked-000003F-processed-gene-46.7-mRNA-1	OTHER	1.000044	0.000000	
maker-000003F-exonerate_protein2genome-gene-46.6-mRNA-1	OTHER	1.000049	0.000000	
maker-000003F-est_gff_StringTie-gene-47.1-mRNA-2	OTHER	1.000045	0.000005	
maker-000003F-est_gff_StringTie-gene-47.1-mRNA-1	OTHER	1.000029	0.000007	
maker-000003F-est_gff_StringTie-gene-47.2-mRNA-1	OTHER	1.000026	0.000002	
maker-000003F-est_gff_StringTie-gene-47.3-mRNA-1	OTHER	0.999964	0.000048	
maker-000003F-est_gff_StringTie-gene-47.3-mRNA-2	OTHER	1.000009	0.000000	
maker-000003F-est_gff_StringTie-gene-48.0-mRNA-3	OTHER	1.000043	0.000000	
maker-000003F-est_gff_StringTie-gene-48.0-mRNA-1	OTHER	1.000062	0.000000	
maker-000003F-est_gff_StringTie-gene-48.0-mRNA-2	OTHER	1.000076	0.000000	
maker-000003F-est_gff_StringTie-gene-49.1-mRNA-1	OTHER	1.000049	0.000000	
maker-000003F-exonerate_protein2genome-gene-49.0-mRNA-1	OTHER	1.000058	0.000000	
maker-000003F-est_gff_StringTie-gene-49.2-mRNA-2	OTHER	1.000043	0.000000	
maker-000003F-est_gff_StringTie-gene-49.2-mRNA-1	OTHER	1.000063	0.000000	
maker-000003F-est_gff_StringTie-gene-49.3-mRNA-4	OTHER	0.691813	0.308190	
maker-000003F-est_gff_StringTie-gene-49.3-mRNA-1	OTHER	0.999979	0.000052	
maker-000003F-est_gff_StringTie-gene-49.3-mRNA-3	OTHER	0.621753	0.378240	
maker-000003F-est_gff_StringTie-gene-49.3-mRNA-2	SP	0.226353	0.773632	CS pos: 23-24. Pr: 0.5967
maker-000003F-est_gff_StringTie-gene-50.1-mRNA-1	SP	0.000227	0.999774	CS pos: 21-22. Pr: 0.9671
maker-000003F-est_gff_StringTie-gene-51.1-mRNA-1	OTHER	1.000046	0.000008	
maker-000003F-est_gff_StringTie-gene-53.0-mRNA-1	OTHER	0.997635	0.002369	
maker-000003F-est_gff_StringTie-gene-53.1-mRNA-1	OTHER	1.000029	0.000000	
maker-000003F-augustus-gene-53.0-mRNA-1	OTHER	1.000047	0.000000	
maker-000003F-est_gff_StringTie-gene-54.1-mRNA-1	OTHER	1.000081	0.000000	
maker-000003F-est_gff_StringTie-gene-54.2-mRNA-1	OTHER	1.000014	0.000002	
maker-000003F-est_gff_StringTie-gene-54.2-mRNA-2	OTHER	1.000014	0.000002	
maker-000003F-est_gff_StringTie-gene-55.0-mRNA-2	OTHER	1.000072	0.000000	
maker-000003F-est_gff_StringTie-gene-55.0-mRNA-1	OTHER	1.000072	0.000000	
maker-000003F-est_gff_StringTie-gene-55.0-mRNA-3	OTHER	1.000049	0.000000	
maker-000003F-est_gff_StringTie-gene-55.1-mRNA-1	OTHER	1.000049	0.000001	
maker-000003F-est_gff_StringTie-gene-55.1-mRNA-2	OTHER	1.000049	0.000001	
maker-000003F-est_gff_StringTie-gene-55.2-mRNA-3	OTHER	1.000052	0.000000	
maker-000003F-est_gff_StringTie-gene-55.2-mRNA-2	OTHER	1.000065	0.000000	
maker-000003F-est_gff_StringTie-gene-55.2-mRNA-1	OTHER	1.000065	0.000000	
maker-000003F-est_gff_StringTie-gene-55.2-mRNA-4	OTHER	1.000052	0.000000	
maker-000003F-est_gff_StringTie-gene-57.0-mRNA-1	OTHER	0.999945	0.000099	
maker-000003F-est_gff_StringTie-gene-58.0-mRNA-1	OTHER	1.000073	0.000000	
maker-000003F-est_gff_StringTie-gene-58.0-mRNA-2	OTHER	1.000073	0.000000	
maker-000003F-est_gff_StringTie-gene-58.0-mRNA-3	OTHER	1.000073	0.000000	
maker-000003F-est_gff_StringTie-gene-58.0-mRNA-4	OTHER	1.000075	0.000000	
augustus_masked-000003F-processed-gene-59.5-mRNA-1	OTHER	1.000065	0.000000	
maker-000003F-est_gff_StringTie-gene-60.0-mRNA-1	OTHER	1.000074	0.000000	
maker-000003F-est_gff_StringTie-gene-60.0-mRNA-2	OTHER	1.000074	0.000000	
maker-000003F-augustus-gene-60.4-mRNA-1	OTHER	1.000044	0.000013	
maker-000003F-augustus-gene-60.4-mRNA-3	OTHER	1.000044	0.000013	
maker-000003F-augustus-gene-60.4-mRNA-2	OTHER	1.000044	0.000013	
maker-000003F-augustus-gene-60.4-mRNA-4	OTHER	1.000005	0.000054	
maker-000003F-augustus-gene-60.4-mRNA-5	OTHER	1.000005	0.000054	
maker-000003F-est_gff_StringTie-gene-61.0-mRNA-1	OTHER	1.000044	0.000000	
evm-000003F-processed-gene-63.4-mRNA-1	OTHER	1.000051	0.000000	
maker-000003F-exonerate_protein2genome-gene-63.8-mRNA-1	OTHER	1.000073	0.000000	
evm-000003F-processed-gene-63.5-mRNA-1	OTHER	0.999999	0.000000	
maker-000003F-exonerate_protein2genome-gene-65.2-mRNA-1	OTHER	1.000054	0.000000	
maker-000003F-exonerate_protein2genome-gene-65.2-mRNA-3	OTHER	0.999891	0.000116	
maker-000003F-exonerate_protein2genome-gene-65.2-mRNA-2	OTHER	1.000070	0.000000	
maker-000003F-est_gff_StringTie-gene-65.1-mRNA-1	OTHER	1.000054	0.000000	
maker-000003F-est_gff_StringTie-gene-65.1-mRNA-2	OTHER	1.000054	0.000000	
maker-000003F-est_gff_StringTie-gene-65.1-mRNA-3	OTHER	1.000054	0.000000	
maker-000003F-est_gff_StringTie-gene-65.1-mRNA-4	OTHER	1.000054	0.000000	
maker-000003F-est_gff_StringTie-gene-67.2-mRNA-1	OTHER	1.000051	0.000008	
maker-000003F-est_gff_StringTie-gene-67.2-mRNA-2	OTHER	0.999947	0.000080	
maker-000003F-exonerate_protein2genome-gene-67.0-mRNA-1	OTHER	1.000048	0.000000	
evm-000003F-processed-gene-68.1-mRNA-1	OTHER	1.000045	0.000001	
