geneName,n_gland,percent_gland,rank_gland,n_silk,percent_silk,rank_silk,type,solution,NSAFMW,NSAF,Length,gene_id,geneNameProtein,silkGroup,LFQ_int,iBAQ
LASC016532,3,0.03496636981404507,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emc1,3,0.03496636981404507,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for_2,3,0.03496636981404507,672,9,0.0021814674592355765,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hrb87f,3,0.03496636981404507,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
txn,3,0.03496636981404507,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ap3d1,3,0.0347060742571167,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kif13a,3,0.0347060742571167,676,9,0.0021197818037929713,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pxd_pxt_2,3,0.0347060742571167,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vapa,3,0.0347060742571167,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndg_2,3,0.034706074257116686,679,9,0.004278143496686292,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prdx4_prdx1,3,0.034706074257116686,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
srpra,3,0.03444577870018832,681,9,0.004286180477422095,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddost,2,0.03383842240068878,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flo1_2,2,0.03383842240068878,683,9,0.0042628720425040185,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lmf2,2,0.03383842240068878,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pxn,3,0.03383842240068878,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aprt,3,0.03357812684376041,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctnnd2,3,0.03357812684376041,687,9,0.0021350532579752454,1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erlin2-b,3,0.03357812684376041,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sdr16c5_2,3,0.03357812684376041,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shi_2,3,0.03357812684376041,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acad8,3,0.03323106610118924,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apip,3,0.03323106610118924,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eftud2,3,0.03323106610118924,693,9,0.0021197818037929713,1339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gmps,3,0.03323106610118924,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapk1,3,0.03323106610118924,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myo1c,3,0.03323106610118924,696,9,0.0021430902387110473,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paip1,3,0.03323106610118924,697,9,0.002289210027714073,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
picalm,3,0.03323106610118924,698,9,0.008602498526057096,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC005080,3,0.03305753572990366,699,9,0.010715940586025596,369,NA,NA,NA,NA,NA,NA,NA,NA,0,6.827215474239816e-4
LASC016339,2,0.03297077054426086,700,9,0.004286180477422095,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atp6ap1,3,0.03297077054426086,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brafldraft,3,0.03297077054426086,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyop,3,0.03297077054426086,703,9,0.0021430902387110473,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyt-b5,2,0.03297077054426086,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif3m,2,0.03297077054426086,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glyp_3,3,0.03297077054426086,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hnrnpk,2,0.03297077054426086,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kpna6,3,0.03297077054426086,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lamp1_2,2,0.03297077054426086,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pi4k2b,3,0.03297077054426086,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl26_2,2,0.03297077054426086,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sec22b,2,0.03297077054426086,712,9,0.0021430902387110473,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sucla2,2,0.03297077054426086,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tcerg1_2,2,0.03297077054426086,714,9,0.014915429736175677,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ube2l3_2,3,0.03297077054426086,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ap3b1,3,0.03271047498733248,716,9,0.004348355525335058,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg7483,3,0.03271047498733248,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dnajc2,3,0.03271047498733248,718,9,0.00854150493166067,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galphaq,3,0.03271047498733248,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gyg1_2,3,0.03271047498733248,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hbs1l,3,0.03271047498733248,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ufd1,3,0.03271047498733248,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usp14,3,0.03271047498733248,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
capsl_2,3,0.03245017943040411,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tdrd1_2,3,0.03227664905911853,725,9,0.004309978304810529,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cpm_2,3,0.031495762388333404,726,9,0.002166888066099482,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif3f,3,0.031495762388333404,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nhp2,3,0.031495762388333404,728,9,0.0021430902387110473,1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nst-1_ns1,3,0.031495762388333404,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgm3,3,0.031495762388333404,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usp10,3,0.031495762388333404,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rsu1,3,0.03140899720269061,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cht10_chi3l2,2,0.03123546683140503,733,9,0.03852371304765288,83,NA,NA,NA,NA,NA,NA,NA,NA,0,7.114385212090819e-4
clta,2,0.03123546683140503,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyc1,2,0.03123546683140503,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psma6,2,0.03123546683140503,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tom1,3,0.03123546683140503,737,9,0.0042395636075859425,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eloc,2,0.031235466831405025,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eloc_3,2,0.031235466831405025,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ergic1,2,0.031235466831405025,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jafrac1_2,2,0.031235466831405025,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rheb,2,0.031235466831405025,742,9,0.004278143496686292,837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl31,2,0.031235466831405025,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cfad,3,0.031148701645762236,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011026,3,0.030975171274476652,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adk_adk2,3,0.030975171274476652,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clptm1,3,0.030975171274476652,747,9,0.004424263285689318,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erp44,3,0.030975171274476652,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gtpbp1,3,0.030975171274476652,749,9,0.0021430902387110473,1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mthfd1,3,0.030975171274476652,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rad23b,3,0.030975171274476652,751,9,0.0021430902387110473,1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ube2l3,3,0.030975171274476652,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dscam2_15,3,0.030888406088833857,753,9,0.3744623535015117,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sarnp_2,3,0.030714875717548277,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctsa,3,0.030628110531905485,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctsc_2,3,0.030628110531905485,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dek,3,0.030628110531905485,757,9,0.0021430902387110473,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nudt16,3,0.030628110531905485,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psmd4,3,0.030628110531905485,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sec61b,3,0.030628110531905485,760,9,0.029923088036158507,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dbt,3,0.030367814974977113,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ipo5,3,0.030367814974977113,762,9,0.002166888066099482,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psma4,2,0.030367814974977113,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc27a4_4,3,0.030367814974977113,764,9,0.008667062871927568,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
itpr1,3,0.030367814974977106,765,9,0.004286180477422095,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snx8,3,0.030367814974977106,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ank2_6,3,0.030194284603691526,767,9,0.025665819503027317,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myef2_2,3,0.030107519418048737,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc27a1_2,3,0.029847223861120358,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bckdha,2,0.029500163118549194,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cisd1,2,0.029500163118549194,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cops2,2,0.029500163118549194,772,9,0.0021197818037929713,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gale,2,0.029500163118549194,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ncoa5,2,0.029500163118549194,774,9,0.006397925300479263,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl40,2,0.029500163118549194,775,9,0.015108523683239295,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc25a1,2,0.029500163118549194,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tbcb,2,0.029500163118549194,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
futsch_2,3,0.02932663274726361,778,9,0.11354521157302312,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bag6,3,0.02923986756162082,779,9,0.008649604788363607,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gcdh,3,0.02923986756162082,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fasn_12,3,0.02906633719033523,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abcf1,3,0.02889280681904965,782,9,0.002166888066099482,1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fkbp12,3,0.02889280681904965,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cat_2,3,0.028892806819049648,784,9,0.004362934918471153,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crk,3,0.028892806819049648,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hsp70b2_3,3,0.028892806819049648,786,9,0.002166888066099482,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psma3,3,0.028892806819049648,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl35a,3,0.028892806819049648,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sec13,3,0.028892806819049648,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
srsf4_2,3,0.028892806819049648,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ubxn1_ubxn1-a,3,0.028892806819049648,791,9,0.0021430902387110473,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zk1073.1,3,0.028892806819049648,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019959,3,0.028719276447764067,793,9,0.004286180477422095,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC000180,2,0.02863251126212128,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif4g2,3,0.02863251126212128,795,9,0.0064212337353973395,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gosr2,3,0.02863251126212128,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hadh,3,0.02863251126212128,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hibadh,2,0.02863251126212128,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
his1.3,2,0.02863251126212128,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mtap,2,0.02863251126212128,800,9,0.0021430902387110473,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nt5dc1,3,0.02863251126212128,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pfk_2,2,0.02863251126212128,802,9,0.0021814674592355765,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ppp1cc_ppp1cc-b,3,0.02863251126212128,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps25,2,0.02863251126212128,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wars_2,3,0.02863251126212128,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stom,3,0.028458980890835688,806,9,0.004470677486949649,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adarb1,3,0.0283722157051929,807,9,0.004286669869892454,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cul3,3,0.0283722157051929,808,9,0.008617769980239368,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif5b_2,3,0.0283722157051929,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sep2,3,0.0283722157051929,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
skp1,3,0.0283722157051929,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
skp1_skr-1,3,0.0283722157051929,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stt3a,3,0.0283722157051929,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg12163,3,0.02811192014826452,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ppox,3,0.02811192014826452,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zmpste24,3,0.02811192014826452,816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndufs4,3,0.028025154962621732,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isoc2,3,0.027764859405693357,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rab7_rab7a,3,0.02715750310619382,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
srsf1,3,0.02715750310619382,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC001932,2,0.02689720754926544,821,9,0.0021430902387110473,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC003928,2,0.02689720754926544,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC015247,2,0.02689720754926544,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abhd11_17,2,0.02689720754926544,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ada_3,2,0.02689720754926544,825,9,0.0021814674592355765,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alphasnap,2,0.02689720754926544,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flr,2,0.02689720754926544,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gar1,2,0.02689720754926544,828,9,0.0021430902387110473,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
h2afv,2,0.02689720754926544,829,9,0.012997113633003867,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hm13,2,0.02689720754926544,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hsp70b2_7,2,0.02689720754926544,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndufa7,2,0.02689720754926544,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nolc1,2,0.02689720754926544,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgls,2,0.02689720754926544,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps19,2,0.02689720754926544,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps27l_rps27,2,0.02689720754926544,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc25a11,2,0.02689720754926544,837,9,0.006436302521003793,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc25a20,2,0.02689720754926544,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snx6,2,0.02689720754926544,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t05h10.6,2,0.02689720754926544,840,9,0.004301941324074726,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
got1_2,3,0.02681044236362265,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nfs1,3,0.02681044236362265,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tatdn1,3,0.02663691199233707,843,9,0.010769386592156578,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upf1,3,0.02663691199233707,844,9,0.008587919132921002,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC003279,3,0.026636911992337062,845,9,0.004301249263028548,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gmpr_gmpr2,3,0.026636911992337062,846,9,0.0021814674592355765,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
h2afy,3,0.026636911992337062,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rab3_2,3,0.026636911992337062,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ran-4,3,0.026636911992337062,849,9,0.01280388758169433,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spag9_2,3,0.026636911992337062,850,9,0.010845294352510837,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naalad2,3,0.026550146806694274,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC015261,3,0.026289851249765895,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cdc37,3,0.026289851249765895,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clint1,3,0.026289851249765895,854,9,0.004286180477422095,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ddx3y,3,0.026289851249765895,855,9,0.0021814674592355765,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hnrnp,3,0.026289851249765895,856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naa25,3,0.026289851249765895,857,9,0.014703206859561202,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pacsin2,3,0.026289851249765895,858,9,0.0042628720425040185,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvb,3,0.026289851249765895,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plxdc1,3,0.026289851249765895,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prune2_2,3,0.026289851249765895,861,9,0.004192457345279431,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rap1b,3,0.026289851249765895,862,9,0.008695172308929138,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sart3,3,0.026289851249765895,863,9,0.01947983035526799,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snx12,3,0.026289851249765895,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vps4b_vps4a,3,0.026289851249765895,865,9,0.0021350532579752454,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmx3,3,0.026203086064123103,866,9,0.002289210027714073,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cars,3,0.026029555692837523,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
map2k1,3,0.026029555692837523,868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sccpdh_7,3,0.026029555692837523,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sh3glb1,3,0.026029555692837523,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tdpoz5_7,3,0.025856025321551943,871,9,0.0021197818037929713,1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC006850,3,0.025769260135909144,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016530,3,0.025769260135909144,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
agmat,3,0.025769260135909144,874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atic,3,0.025769260135909144,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgant7,3,0.025769260135909144,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sfpq,3,0.025769260135909144,877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uqcrfs1,3,0.025769260135909144,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyp3a41a,3,0.025508964578980775,879,9,0.0021814674592355765,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tpr,3,0.02533543420769519,880,9,0.015092894940832586,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC009843,2,0.025161903836409604,881,9,0.09855681960086043,45,silk,HFIP,0.3353268333333333,0.03283333333333333,90,maker-000113F-est_gff_StringTie-gene-7.0,SpiCE-LMa6,Spice-LMa,0,0.006802189789024043
LASC009843,2,0.025161903836409604,881,9,0.09855681960086043,45,silk,LiBr,0,0,90,maker-000113F-est_gff_StringTie-gene-7.0,SpiCE-LMa6,Spice-LMa,0,0.006802189789024043
LASC009843,2,0.025161903836409604,881,9,0.09855681960086043,45,silk,Urea,0.4725214666666666,0.046266666666666664,90,maker-000113F-est_gff_StringTie-gene-7.0,SpiCE-LMa6,Spice-LMa,0,0.006802189789024043
itga9,2,0.025161903836409604,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ndufa8,2,0.025161903836409604,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ppid,2,0.025161903836409604,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wos2,2,0.025161903836409604,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020361,3,0.024554547536910065,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abhd11_16,3,0.024554547536910065,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alyref2_2,3,0.024554547536910065,888,9,0.004286180477422095,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calua,3,0.024554547536910065,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gdap1,3,0.024554547536910065,890,9,0.0021814674592355765,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gstm2,3,0.024554547536910065,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lap_2,3,0.024554547536910065,892,9,0.004254835061768217,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mccc2_2,3,0.024554547536910065,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naca,3,0.024554547536910065,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nit2,3,0.024554547536910065,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nmt1,3,0.024554547536910065,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nsfl1c,3,0.024554547536910065,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelo,3,0.024554547536910065,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tpst,3,0.024554547536910065,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
