gene_id,Length
maker-000001F-exonerate_protein2genome-gene-44.0,3470
maker-000001F-est_gff_StringTie-gene-44.2,3832
maker-000001F-exonerate_protein2genome-gene-44.1,3417
maker-000001F-exonerate_protein2genome-gene-45.0,1098
maker-000001F-augustus-gene-45.0,799
maker-000001F-est_gff_StringTie-gene-45.1,229
maker-000001F-exonerate_protein2genome-gene-46.0,3380
maker-000001F-exonerate_protein2genome-gene-46.1,1796
evm-000001F-processed-gene-46.12,1614
maker-000001F-est_gff_StringTie-gene-46.5,307
maker-000001F-est_gff_StringTie-gene-47.0,11225
maker-000001F-augustus-gene-47.9,8727
maker-000001F-exonerate_protein2genome-gene-48.0,4337
maker-000001F-est_gff_StringTie-gene-48.2,7354
maker-000001F-est_gff_StringTie-gene-49.0,7715
maker-000001F-est_gff_StringTie-gene-50.1,967
maker-000001F-est_gff_StringTie-gene-50.0,730
maker-000001F-est_gff_StringTie-gene-50.2,577
augustus_masked-000001F-processed-gene-51.4,219
augustus_masked-000001F-processed-gene-51.6,348
augustus_masked-000001F-processed-gene-51.7,2283
evm-000001F-processed-gene-51.15,877
maker-000001F-est_gff_StringTie-gene-51.1,233
maker-000001F-augustus-gene-52.2,7587
maker-000001F-est_gff_StringTie-gene-54.2,3365
evm-000001F-processed-gene-53.0,4674
maker-000001F-exonerate_protein2genome-gene-54.0,1293
maker-000001F-est_gff_StringTie-gene-54.3,1848
maker-000001F-est_gff_StringTie-gene-54.1,203
maker-000001F-est_gff_StringTie-gene-55.0,3088
maker-000001F-est_gff_StringTie-gene-57.0,8149
evm-000001F-processed-gene-58.1,4407
augustus_masked-000001F-processed-gene-58.8,222
augustus_masked-000001F-processed-gene-58.9,276
maker-000001F-est_gff_StringTie-gene-57.1,413
maker-000001F-augustus-gene-58.3,363
augustus_masked-000001F-processed-gene-58.11,285
maker-000001F-est_gff_StringTie-gene-58.1,334
maker-000001F-augustus-gene-58.4,519
maker-000001F-augustus-gene-59.4,8450
maker-000001F-exonerate_protein2genome-gene-59.0,1159
maker-000001F-est_gff_StringTie-gene-59.4,4002
evm-000001F-processed-gene-60.1,1411
maker-000001F-est_gff_StringTie-gene-60.2,1261
maker-000001F-est_gff_StringTie-gene-60.3,6723
maker-000001F-est_gff_StringTie-gene-60.4,467
maker-000001F-est_gff_StringTie-gene-61.0,8691
evm-000001F-processed-gene-61.12,8052
maker-000001F-est_gff_StringTie-gene-62.0,5152
maker-000001F-augustus-gene-62.5,617
maker-000001F-est_gff_StringTie-gene-62.1,3048
maker-000001F-est_gff_StringTie-gene-62.2,208
maker-000001F-est_gff_StringTie-gene-63.0,12338
evm-000001F-processed-gene-64.2,2544
maker-000001F-est_gff_StringTie-gene-65.0,4766
maker-000001F-est_gff_StringTie-gene-66.2,1794
maker-000001F-exonerate_protein2genome-gene-66.3,8441
maker-000001F-est_gff_StringTie-gene-66.1,1416
evm-000001F-processed-gene-67.0,2041
maker-000001F-augustus-gene-67.8,1472
augustus_masked-000001F-processed-gene-67.3,374
maker-000001F-est_gff_StringTie-gene-68.0,1433
maker-000001F-exonerate_protein2genome-gene-69.2,6395
maker-000001F-est_gff_StringTie-gene-69.1,2410
maker-000001F-exonerate_protein2genome-gene-70.2,1359
evm-000001F-processed-gene-70.1,4034
maker-000001F-est_gff_StringTie-gene-71.0,436
maker-000001F-augustus-gene-72.0,405
maker-000001F-est_gff_StringTie-gene-72.0,398
maker-000001F-augustus-gene-73.8,705
maker-000001F-est_gff_StringTie-gene-73.1,2153
evm-000001F-processed-gene-73.0,4615
maker-000001F-est_gff_StringTie-gene-74.0,9697
maker-000001F-est_gff_StringTie-gene-74.1,462
evm-000001F-processed-gene-75.2,4004
augustus_masked-000001F-processed-gene-75.8,730
maker-000001F-est_gff_StringTie-gene-75.1,3225
maker-000001F-est_gff_StringTie-gene-76.0,2722
maker-000001F-augustus-gene-76.5,2139
maker-000001F-est_gff_StringTie-gene-76.1,3358
maker-000001F-est_gff_StringTie-gene-77.1,2895
maker-000001F-exonerate_protein2genome-gene-77.0,7435
maker-000001F-est_gff_StringTie-gene-77.3,4434
maker-000001F-exonerate_protein2genome-gene-78.1,1076
maker-000001F-exonerate_protein2genome-gene-79.3,4509
evm-000001F-processed-gene-79.15,3242
maker-000001F-est_gff_StringTie-gene-80.1,7896
maker-000001F-est_gff_StringTie-gene-80.0,390
maker-000001F-est_gff_StringTie-gene-81.0,5399
maker-000001F-est_gff_StringTie-gene-81.1,2671
maker-000001F-est_gff_StringTie-gene-81.2,254
maker-000001F-est_gff_StringTie-gene-81.3,1713
maker-000001F-est_gff_StringTie-gene-82.5,2451
maker-000001F-exonerate_protein2genome-gene-82.1,1685
maker-000001F-est_gff_StringTie-gene-82.6,2940
maker-000001F-est_gff_StringTie-gene-82.3,1984
maker-000001F-augustus-gene-82.10,600
maker-000001F-est_gff_StringTie-gene-82.4,6463
evm-000001F-processed-gene-83.5,2318
maker-000001F-est_gff_StringTie-gene-84.0,2188
maker-000001F-exonerate_protein2genome-gene-84.5,5369
maker-000001F-exonerate_protein2genome-gene-84.4,1142
augustus_masked-000001F-processed-gene-84.15,417
evm-000001F-processed-gene-84.1,2965
maker-000001F-est_gff_StringTie-gene-85.0,1339
maker-000001F-est_gff_StringTie-gene-85.1,1247
maker-000001F-est_gff_StringTie-gene-86.0,7827
maker-000001F-est_gff_StringTie-gene-86.1,445
maker-000001F-est_gff_StringTie-gene-86.2,2905
maker-000001F-est_gff_StringTie-gene-87.2,7476
maker-000001F-est_gff_StringTie-gene-87.0,2671
maker-000001F-est_gff_StringTie-gene-87.1,322
maker-000001F-est_gff_StringTie-gene-88.1,261
maker-000001F-est_gff_StringTie-gene-88.2,995
evm-000001F-processed-gene-88.8,10215
augustus_masked-000001F-processed-gene-88.6,474
maker-000001F-est_gff_StringTie-gene-88.3,256
evm-000001F-processed-gene-88.9,1854
maker-000001F-augustus-gene-89.4,5539
maker-000001F-est_gff_StringTie-gene-89.2,7571
maker-000001F-est_gff_StringTie-gene-89.3,859
maker-000001F-exonerate_protein2genome-gene-89.4,2772
maker-000001F-est_gff_StringTie-gene-89.0,1995
maker-000001F-est_gff_StringTie-gene-90.0,1432
augustus_masked-000001F-processed-gene-91.0,303
augustus_masked-000001F-processed-gene-91.3,4011
maker-000001F-exonerate_protein2genome-gene-91.1,3307
maker-000001F-est_gff_StringTie-gene-92.0,5753
evm-000001F-processed-gene-93.7,6215
maker-000001F-est_gff_StringTie-gene-94.2,3375
maker-000001F-est_gff_StringTie-gene-94.0,3107
maker-000001F-est_gff_StringTie-gene-94.1,3246
maker-000001F-augustus-gene-95.1,15205
maker-000001F-exonerate_protein2genome-gene-95.1,2733
maker-000001F-augustus-gene-95.3,3792
evm-000001F-processed-gene-96.5,6894
maker-000001F-est_gff_StringTie-gene-96.3,3463
maker-000001F-est_gff_StringTie-gene-96.4,4182
maker-000001F-est_gff_StringTie-gene-96.7,2816
maker-000001F-est_gff_StringTie-gene-96.5,11079
evm-000001F-processed-gene-96.0,2182
maker-000001F-augustus-gene-96.13,1820
maker-000001F-est_gff_StringTie-gene-96.6,772
evm-000001F-processed-gene-96.4,8661
maker-000241F-est_gff_StringTie-gene-0.1,517
maker-000241F-est_gff_StringTie-gene-0.0,3334
maker-000241F-exonerate_protein2genome-gene-1.4,4168
maker-000241F-est_gff_StringTie-gene-1.2,3418
maker-000241F-est_gff_StringTie-gene-1.3,1967
maker-000241F-exonerate_protein2genome-gene-1.5,3182
maker-000241F-est_gff_StringTie-gene-1.1,201
evm-000241F-processed-gene-2.7,1325
maker-000241F-est_gff_StringTie-gene-2.1,2612
evm-000241F-processed-gene-3.11,2220
maker-000241F-est_gff_StringTie-gene-3.2,1346
maker-000241F-est_gff_StringTie-gene-3.0,5332
maker-000241F-exonerate_protein2genome-gene-3.4,1845
maker-000241F-exonerate_protein2genome-gene-4.1,3298
maker-000241F-est_gff_StringTie-gene-5.0,6322
maker-000241F-augustus-gene-6.0,665
maker-000241F-est_gff_StringTie-gene-5.2,204
maker-000241F-est_gff_StringTie-gene-5.1,221
maker-000241F-est_gff_StringTie-gene-6.0,333
evm-000241F-processed-gene-8.1,11011
maker-000241F-augustus-gene-8.9,654
maker-000241F-est_gff_StringTie-gene-8.0,379
maker-000241F-exonerate_protein2genome-gene-8.3,7227
maker-000241F-est_gff_StringTie-gene-9.1,1866
maker-000241F-est_gff_StringTie-gene-10.2,1356
evm-000241F-processed-gene-10.11,9990
maker-000241F-est_gff_StringTie-gene-10.4,327
maker-000241F-est_gff_StringTie-gene-11.3,5061
augustus_masked-000241F-processed-gene-11.5,1359
maker-000241F-exonerate_protein2genome-gene-11.1,3047
maker-000241F-est_gff_StringTie-gene-12.1,13687
maker-000241F-est_gff_StringTie-gene-12.4,777
maker-000241F-est_gff_StringTie-gene-12.5,9018
maker-000241F-est_gff_StringTie-gene-12.2,4415
maker-000241F-est_gff_StringTie-gene-12.3,1272
maker-000650F-est_gff_StringTie-gene-0.4,406
maker-000650F-est_gff_StringTie-gene-0.5,264
maker-000650F-est_gff_StringTie-gene-0.3,561
maker-000650F-est_gff_StringTie-gene-0.0,314
maker-000650F-est_gff_StringTie-gene-0.1,532
maker-000650F-augustus-gene-0.1,1263
maker-000650F-est_gff_StringTie-gene-0.6,3302
maker-001234F-exonerate_protein2genome-gene-0.2,201
augustus_masked-001234F-processed-gene-0.1,1362
maker-001234F-est_gff_StringTie-gene-0.0,1473
maker-001234F-exonerate_protein2genome-gene-0.1,201
maker-000834F-est_gff_StringTie-gene-0.0,751
maker-001101F-augustus-gene-0.1,777
maker-001101F-est_gff_StringTie-gene-0.0,274
maker-000040F-est_gff_StringTie-gene-0.0,765
maker-000040F-augustus-gene-0.1,485
maker-000040F-est_gff_StringTie-gene-0.1,577
maker-000040F-augustus-gene-2.9,731
maker-000040F-est_gff_StringTie-gene-1.0,231
maker-000040F-est_gff_StringTie-gene-2.1,1747
maker-000040F-est_gff_StringTie-gene-2.0,6202
evm-000040F-processed-gene-2.8,1095
maker-000040F-est_gff_StringTie-gene-3.1,4204
maker-000040F-est_gff_StringTie-gene-5.1,485
maker-000040F-est_gff_StringTie-gene-5.2,413
maker-000040F-est_gff_StringTie-gene-3.2,257
evm-000040F-processed-gene-4.5,6901
maker-000040F-est_gff_StringTie-gene-5.0,536
maker-000040F-est_gff_StringTie-gene-5.3,2044
maker-000040F-est_gff_StringTie-gene-6.0,1894
maker-000040F-est_gff_StringTie-gene-5.4,428
evm-000040F-processed-gene-7.2,8459
augustus_masked-000040F-processed-gene-7.11,291
evm-000040F-processed-gene-9.8,5063
maker-000040F-est_gff_StringTie-gene-9.1,2910
maker-000040F-est_gff_StringTie-gene-9.2,1923
maker-000040F-est_gff_StringTie-gene-10.0,5148
maker-000040F-est_gff_StringTie-gene-10.1,225
augustus_masked-000040F-processed-gene-10.5,1665
maker-000040F-est_gff_StringTie-gene-10.2,2063
maker-000040F-est_gff_StringTie-gene-11.1,2009
maker-000040F-est_gff_StringTie-gene-12.0,10222
maker-000040F-est_gff_StringTie-gene-12.1,851
maker-000040F-est_gff_StringTie-gene-13.0,688
maker-000040F-est_gff_StringTie-gene-14.2,3767
maker-000040F-est_gff_StringTie-gene-14.0,336
augustus_masked-000040F-processed-gene-14.4,228
maker-000040F-exonerate_protein2genome-gene-14.5,3487
maker-000040F-est_gff_StringTie-gene-14.1,4209
maker-000040F-exonerate_protein2genome-gene-14.6,1612
maker-000040F-exonerate_protein2genome-gene-15.0,327
augustus_masked-000040F-processed-gene-15.3,1029
maker-000040F-exonerate_protein2genome-gene-17.0,995
maker-000040F-augustus-gene-17.1,1572
maker-000040F-est_gff_StringTie-gene-17.3,9325
maker-000040F-est_gff_StringTie-gene-18.0,5786
maker-000040F-est_gff_StringTie-gene-18.1,5330
maker-000040F-est_gff_StringTie-gene-19.0,3428
maker-000040F-est_gff_StringTie-gene-19.1,4950
maker-000040F-est_gff_StringTie-gene-20.0,3059
maker-000040F-est_gff_StringTie-gene-21.1,10067
maker-000040F-est_gff_StringTie-gene-21.3,421
maker-000040F-est_gff_StringTie-gene-21.4,337
maker-000040F-exonerate_protein2genome-gene-21.0,2829
maker-000040F-exonerate_protein2genome-gene-22.0,2873
maker-000040F-est_gff_StringTie-gene-22.2,1386
augustus_masked-000040F-processed-gene-28.6,255
maker-000040F-est_gff_StringTie-gene-28.0,9188
augustus_masked-000040F-processed-gene-28.8,648
augustus_masked-000040F-processed-gene-28.16,303
augustus_masked-000040F-processed-gene-28.18,672
maker-000040F-est_gff_StringTie-gene-28.1,2385
evm-000040F-processed-gene-28.30,8285
maker-000040F-est_gff_StringTie-gene-28.2,305
maker-000040F-est_gff_StringTie-gene-30.1,15329
maker-000040F-exonerate_protein2genome-gene-30.0,1449
maker-000040F-est_gff_StringTie-gene-31.0,12699
maker-000040F-augustus-gene-31.13,300
maker-000040F-est_gff_StringTie-gene-31.1,576
maker-000040F-augustus-gene-31.15,4915
maker-000040F-est_gff_StringTie-gene-32.1,7843
maker-000040F-est_gff_StringTie-gene-32.0,6645
maker-000040F-est_gff_StringTie-gene-33.0,251
maker-000040F-est_gff_StringTie-gene-33.1,744
maker-000040F-est_gff_StringTie-gene-34.0,9398
maker-000040F-est_gff_StringTie-gene-34.1,245
maker-000040F-est_gff_StringTie-gene-34.2,491
maker-000040F-est_gff_StringTie-gene-35.0,2666
maker-000040F-est_gff_StringTie-gene-35.1,522
maker-000040F-est_gff_StringTie-gene-36.0,3529
maker-000040F-est_gff_StringTie-gene-36.1,219
maker-000040F-est_gff_StringTie-gene-36.2,451
maker-000040F-est_gff_StringTie-gene-37.1,300
maker-000040F-augustus-gene-37.0,1401
maker-000040F-est_gff_StringTie-gene-38.0,9467
maker-000040F-est_gff_StringTie-gene-38.1,532
maker-000040F-est_gff_StringTie-gene-39.0,3881
maker-000040F-est_gff_StringTie-gene-39.2,7684
evm-000040F-processed-gene-39.20,1269
evm-000635F-processed-gene-0.2,473
maker-000635F-augustus-gene-0.14,1593
maker-000635F-augustus-gene-0.15,348
maker-000635F-augustus-gene-0.16,1274
maker-000635F-augustus-gene-0.17,3245
maker-000635F-exonerate_protein2genome-gene-0.5,5722
augustus_masked-000635F-processed-gene-0.12,4020
maker-000635F-augustus-gene-0.19,605
maker-000796F-est_gff_StringTie-gene-0.0,1096
maker-000796F-est_gff_StringTie-gene-0.1,3003
maker-000691F-est_gff_StringTie-gene-0.1,208
evm-000558F-processed-gene-0.3,7154
maker-000558F-est_gff_StringTie-gene-0.1,1923
maker-000384F-exonerate_protein2genome-gene-0.1,291
maker-000384F-exonerate_protein2genome-gene-0.0,375
maker-000384F-est_gff_StringTie-gene-0.2,400
maker-000384F-est_gff_StringTie-gene-3.0,11388
maker-000384F-est_gff_StringTie-gene-3.1,17796
maker-000384F-augustus-gene-2.4,330
maker-000384F-est_gff_StringTie-gene-4.0,204
maker-000384F-est_gff_StringTie-gene-6.2,497
maker-000384F-est_gff_StringTie-gene-6.1,517
maker-000493F-est_gff_StringTie-gene-0.0,2679
maker-000493F-est_gff_StringTie-gene-1.4,4968
maker-000493F-est_gff_StringTie-gene-1.2,1098
maker-000493F-exonerate_protein2genome-gene-1.0,2645
evm-000493F-processed-gene-1.13,3813
evm-000493F-processed-gene-2.6,3069
maker-000493F-est_gff_StringTie-gene-2.1,2551
augustus_masked-000493F-processed-gene-3.0,1869
maker-000493F-est_gff_StringTie-gene-3.1,4447
maker-000493F-exonerate_protein2genome-gene-3.0,2588
maker-000493F-est_gff_StringTie-gene-3.3,205
evm-001139F-processed-gene-0.0,3312
augustus_masked-000829F-processed-gene-0.5,582
maker-000587F-augustus-gene-0.2,867
maker-000587F-augustus-gene-0.3,1122
maker-000587F-est_gff_StringTie-gene-0.0,239
maker-000587F-est_gff_StringTie-gene-0.1,275
maker-000587F-est_gff_StringTie-gene-0.3,11103
maker-000587F-est_gff_StringTie-gene-0.4,219
maker-000587F-est_gff_StringTie-gene-0.5,228
maker-000587F-est_gff_StringTie-gene-0.2,2440
maker-000041F-augustus-gene-1.4,451
maker-000041F-est_gff_StringTie-gene-1.0,10408
maker-000041F-est_gff_StringTie-gene-1.2,207
maker-000041F-est_gff_StringTie-gene-1.1,1657
maker-000041F-exonerate_protein2genome-gene-2.0,336
maker-000041F-exonerate_protein2genome-gene-2.1,465
maker-000041F-augustus-gene-2.0,1264
maker-000041F-est_gff_StringTie-gene-2.3,2999
maker-000041F-est_gff_StringTie-gene-2.4,1306
maker-000041F-exonerate_protein2genome-gene-2.2,1594
evm-000041F-processed-gene-3.17,4884
maker-000041F-exonerate_protein2genome-gene-3.4,2926
maker-000041F-est_gff_StringTie-gene-4.1,2430
maker-000041F-est_gff_StringTie-gene-4.0,3806
maker-000041F-augustus-gene-4.14,1523
maker-000041F-est_gff_StringTie-gene-5.0,3699
maker-000041F-augustus-gene-6.2,663
evm-000041F-processed-gene-6.3,2645
maker-000041F-est_gff_StringTie-gene-6.1,4211
evm-000041F-processed-gene-7.3,8314
maker-000041F-exonerate_protein2genome-gene-8.1,4071
augustus_masked-000041F-processed-gene-8.0,1071
maker-000041F-est_gff_StringTie-gene-8.2,214
maker-000041F-est_gff_StringTie-gene-8.3,2521
evm-000041F-processed-gene-8.10,2573
maker-000041F-est_gff_StringTie-gene-9.0,1435
evm-000041F-processed-gene-9.1,3036
maker-000041F-est_gff_StringTie-gene-10.0,16189
maker-000041F-est_gff_StringTie-gene-10.1,12128
maker-000041F-augustus-gene-11.7,4262
maker-000041F-est_gff_StringTie-gene-12.2,478
maker-000041F-est_gff_StringTie-gene-12.0,4496
maker-000041F-est_gff_StringTie-gene-12.1,3892
maker-000041F-est_gff_StringTie-gene-13.2,437
evm-000041F-processed-gene-13.1,3495
maker-000041F-est_gff_StringTie-gene-13.3,5927
maker-000041F-exonerate_protein2genome-gene-13.5,2803
maker-000041F-est_gff_StringTie-gene-13.4,2363
maker-000041F-est_gff_StringTie-gene-14.0,2116
evm-000041F-processed-gene-15.6,6919
evm-000041F-processed-gene-15.5,2886
maker-000041F-est_gff_StringTie-gene-15.0,419
evm-000041F-processed-gene-15.4,1197
maker-000041F-est_gff_StringTie-gene-16.0,6930
maker-000041F-exonerate_protein2genome-gene-17.0,546
maker-000041F-est_gff_StringTie-gene-18.0,2156
maker-000041F-est_gff_StringTie-gene-19.0,4150
maker-000041F-est_gff_StringTie-gene-19.1,2048
maker-000041F-est_gff_StringTie-gene-20.1,4252
maker-000041F-exonerate_protein2genome-gene-20.0,9624
augustus_masked-000041F-processed-gene-20.7,390
augustus_masked-000041F-processed-gene-20.8,366
augustus_masked-000041F-processed-gene-20.9,234
evm-000041F-processed-gene-21.1,6294
maker-000041F-exonerate_protein2genome-gene-22.0,9403
evm-000041F-processed-gene-23.1,3266
maker-000041F-est_gff_StringTie-gene-26.1,2358
maker-000041F-est_gff_StringTie-gene-27.0,292
maker-000041F-est_gff_StringTie-gene-28.1,6238
maker-000041F-est_gff_StringTie-gene-30.1,2678
augustus_masked-000041F-processed-gene-30.6,1928
maker-000041F-est_gff_StringTie-gene-30.2,866
maker-000041F-est_gff_StringTie-gene-31.1,8334
maker-000041F-est_gff_StringTie-gene-30.0,277
evm-000041F-processed-gene-31.2,2796
maker-000041F-est_gff_StringTie-gene-32.3,3327
maker-000041F-est_gff_StringTie-gene-32.2,1777
evm-000041F-processed-gene-33.16,5676
maker-000041F-est_gff_StringTie-gene-33.1,5672
maker-000041F-est_gff_StringTie-gene-34.1,1316
maker-000041F-est_gff_StringTie-gene-34.0,7089
maker-000041F-est_gff_StringTie-gene-36.1,6274
evm-000041F-processed-gene-36.7,2473
evm-000041F-processed-gene-36.6,657
evm-000041F-processed-gene-37.3,6857
maker-000041F-est_gff_StringTie-gene-38.0,4841
maker-000041F-exonerate_protein2genome-gene-38.3,8129
maker-000041F-est_gff_StringTie-gene-38.2,4387
maker-000679F-est_gff_StringTie-gene-0.0,216
evm-000679F-processed-gene-0.13,3465
maker-000735F-est_gff_StringTie-gene-0.0,549
augustus_masked-001292F-processed-gene-0.16,810
maker-000120F-augustus-gene-1.5,8390
evm-000120F-processed-gene-2.3,647
evm-000120F-processed-gene-2.4,4734
maker-000120F-est_gff_StringTie-gene-2.3,986
maker-000120F-est_gff_StringTie-gene-3.1,298
maker-000120F-est_gff_StringTie-gene-3.2,243
maker-000120F-exonerate_protein2genome-gene-3.6,4956
maker-000120F-est_gff_StringTie-gene-3.0,3255
maker-000120F-augustus-gene-4.10,7014
maker-000120F-exonerate_protein2genome-gene-4.1,1633
maker-000120F-est_gff_StringTie-gene-4.6,2133
maker-000120F-exonerate_protein2genome-gene-4.2,933
maker-000120F-est_gff_StringTie-gene-4.7,3360
evm-000120F-processed-gene-6.0,2337
maker-000120F-est_gff_StringTie-gene-4.5,289
augustus_masked-000120F-processed-gene-6.4,11568
maker-000120F-augustus-gene-6.11,608
augustus_masked-000120F-processed-gene-9.1,1635
maker-000120F-est_gff_StringTie-gene-10.0,387
augustus_masked-000120F-processed-gene-11.3,1065
augustus_masked-000120F-processed-gene-11.4,381
augustus_masked-000120F-processed-gene-11.5,1092
evm-000120F-processed-gene-12.1,3482
maker-000120F-augustus-gene-13.5,2560
evm-000120F-processed-gene-14.7,9108
maker-000120F-exonerate_protein2genome-gene-14.0,696
maker-000120F-est_gff_StringTie-gene-14.3,2079
maker-000120F-est_gff_StringTie-gene-14.1,2148
evm-000120F-processed-gene-15.13,823
maker-000120F-est_gff_StringTie-gene-14.4,881
augustus_masked-000120F-processed-gene-15.5,561
maker-000120F-augustus-gene-15.0,622
maker-000120F-est_gff_StringTie-gene-15.3,7443
maker-000120F-est_gff_StringTie-gene-17.1,11159
maker-000120F-augustus-gene-17.2,1585
maker-000120F-est_gff_StringTie-gene-17.2,2266
augustus_masked-000120F-processed-gene-17.16,759
maker-000120F-est_gff_StringTie-gene-17.3,5017
augustus_masked-000120F-processed-gene-17.18,675
maker-000120F-est_gff_StringTie-gene-18.1,6295
maker-000120F-est_gff_StringTie-gene-17.4,602
evm-000120F-processed-gene-18.2,1239
maker-000120F-est_gff_StringTie-gene-18.3,9641
evm-000120F-processed-gene-20.1,3465
maker-000120F-est_gff_StringTie-gene-20.53,9466
maker-000120F-est_gff_StringTie-gene-19.0,432
maker-000120F-est_gff_StringTie-gene-20.54,3803
maker-000120F-est_gff_StringTie-gene-20.55,1959
maker-000120F-est_gff_StringTie-gene-20.56,1114
maker-000120F-exonerate_protein2genome-gene-22.1,7570
maker-000120F-est_gff_StringTie-gene-21.0,588
augustus_masked-000120F-processed-gene-22.10,918
maker-000120F-est_gff_StringTie-gene-22.3,3489
maker-000120F-exonerate_protein2genome-gene-22.0,6036
augustus_masked-000120F-processed-gene-22.14,261
augustus_masked-000120F-processed-gene-22.22,1191
augustus_masked-000120F-processed-gene-22.27,2085
maker-000120F-augustus-gene-22.44,930
maker-000046F-est_gff_StringTie-gene-0.1,1696
maker-000046F-augustus-gene-0.2,5604
evm-000046F-processed-gene-0.11,1214
evm-000046F-processed-gene-0.9,3495
evm-000046F-processed-gene-2.7,5129
maker-000046F-exonerate_protein2genome-gene-2.0,1319
maker-000046F-exonerate_protein2genome-gene-2.1,917
maker-000046F-est_gff_StringTie-gene-3.0,3893
maker-000046F-augustus-gene-3.2,4358
maker-000046F-est_gff_StringTie-gene-3.1,6569
maker-000046F-augustus-gene-4.17,5574
maker-000046F-exonerate_protein2genome-gene-3.2,492
maker-000046F-est_gff_StringTie-gene-4.3,2053
maker-000046F-est_gff_StringTie-gene-4.1,3031
maker-000046F-exonerate_protein2genome-gene-4.6,5815
maker-000046F-augustus-gene-5.0,1749
maker-000046F-exonerate_protein2genome-gene-5.1,414
maker-000046F-augustus-gene-5.1,272
evm-000046F-processed-gene-5.3,2200
maker-000046F-est_gff_StringTie-gene-6.1,6131
maker-000046F-est_gff_StringTie-gene-6.2,14719
maker-000046F-est_gff_StringTie-gene-6.0,1135
maker-000046F-est_gff_StringTie-gene-7.0,2104
maker-000046F-est_gff_StringTie-gene-7.3,2993
maker-000046F-est_gff_StringTie-gene-7.1,6865
maker-000046F-est_gff_StringTie-gene-7.2,1212
maker-000046F-exonerate_protein2genome-gene-8.3,1786
maker-000046F-exonerate_protein2genome-gene-8.4,1932
maker-000046F-est_gff_StringTie-gene-8.1,7056
maker-000046F-est_gff_StringTie-gene-9.0,250
evm-000046F-processed-gene-9.4,1635
augustus_masked-000046F-processed-gene-9.3,453
maker-000046F-est_gff_StringTie-gene-10.1,985
maker-000046F-augustus-gene-10.1,5708
augustus_masked-000046F-processed-gene-10.10,1704
maker-000046F-exonerate_protein2genome-gene-11.1,3803
evm-000046F-processed-gene-11.12,2161
maker-000046F-est_gff_StringTie-gene-11.6,3159
evm-000046F-processed-gene-11.10,3652
maker-000046F-exonerate_protein2genome-gene-12.2,474
maker-000046F-est_gff_StringTie-gene-12.1,328
augustus_masked-000046F-processed-gene-12.4,322
maker-000046F-est_gff_StringTie-gene-12.0,6567
maker-000046F-est_gff_StringTie-gene-13.0,4095
maker-000046F-est_gff_StringTie-gene-14.1,2848
maker-000046F-est_gff_StringTie-gene-14.2,1136
maker-000046F-exonerate_protein2genome-gene-14.0,8010
maker-000046F-augustus-gene-14.3,479
evm-000046F-processed-gene-14.6,1218
evm-000046F-processed-gene-15.6,905
maker-000046F-est_gff_StringTie-gene-15.0,10164
maker-000046F-est_gff_StringTie-gene-16.1,2589
evm-000046F-processed-gene-16.8,2704
maker-000046F-augustus-gene-16.1,9096
evm-000046F-processed-gene-17.0,766
maker-000046F-est_gff_StringTie-gene-17.2,2021
maker-000046F-exonerate_protein2genome-gene-17.0,6407
maker-000046F-est_gff_StringTie-gene-18.1,5167
maker-000046F-est_gff_StringTie-gene-18.2,1321
augustus_masked-000046F-processed-gene-18.9,822
maker-000046F-exonerate_protein2genome-gene-18.4,438
evm-000046F-processed-gene-18.5,3132
evm-000046F-processed-gene-20.6,7239
maker-000046F-est_gff_StringTie-gene-19.0,237
maker-000046F-est_gff_StringTie-gene-21.0,6507
maker-000046F-est_gff_StringTie-gene-24.0,8671
maker-000046F-augustus-gene-24.2,402
maker-000046F-est_gff_StringTie-gene-26.0,443
maker-000046F-est_gff_StringTie-gene-29.2,6058
maker-000046F-exonerate_protein2genome-gene-29.4,3801
maker-000046F-est_gff_StringTie-gene-30.0,9912
maker-000046F-est_gff_StringTie-gene-30.2,957
evm-000046F-processed-gene-30.8,2838
evm-000046F-processed-gene-31.8,1017
evm-000046F-processed-gene-31.5,1456
evm-000046F-processed-gene-31.9,9595
maker-000046F-est_gff_StringTie-gene-31.1,2328
maker-000046F-est_gff_StringTie-gene-31.4,497
maker-000046F-est_gff_StringTie-gene-31.5,240
maker-000046F-est_gff_StringTie-gene-31.6,219
maker-000046F-est_gff_StringTie-gene-32.1,463
evm-000046F-processed-gene-32.9,2551
maker-000046F-est_gff_StringTie-gene-32.2,2077
maker-000046F-est_gff_StringTie-gene-32.0,322
maker-000046F-est_gff_StringTie-gene-32.4,542
maker-000046F-est_gff_StringTie-gene-33.0,4596
maker-000046F-est_gff_StringTie-gene-33.1,2932
maker-000046F-est_gff_StringTie-gene-33.2,3694
maker-000046F-est_gff_StringTie-gene-33.3,1496
maker-000046F-est_gff_StringTie-gene-33.4,4730
maker-000046F-exonerate_protein2genome-gene-34.4,2120
maker-000046F-est_gff_StringTie-gene-34.1,955
maker-000046F-exonerate_protein2genome-gene-34.5,1628
maker-000046F-est_gff_StringTie-gene-34.3,5135
maker-000046F-est_gff_StringTie-gene-34.2,4196
maker-000046F-exonerate_protein2genome-gene-35.4,8559
augustus_masked-000046F-processed-gene-35.5,441
maker-000046F-est_gff_StringTie-gene-35.2,10414
maker-000046F-est_gff_StringTie-gene-35.1,607
