p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,scGeneName,gene_id,geneName,Chr,Start,End,product,uniprot_id,lascID,geneName_GOI,Nephila_genome_Class,Group,sc_gene_id
1.9592516715309583e-58,3.228038968909809,0.353,0.092,5.877755014592875e-55,ZoneA_MaSp1,CaAn-8,maker-000267F-exonerate_protein2genome-gene-10.6,CaAn_8,000267F,2363512,2519754,"Carbonic, anhydrase, 9",Q8VHB5,LASC016581,CaAn_8,GPI-anchored,Carbonic anhydrase,maker-000267F-exonerate-protein2genome-gene-10.6
4.086380982656652e-58,0.4485916429492596,0.684,0.442,1.2259142947969955e-54,ZoneA_MaSp1,eef1alpha1-2,evm-000449F-processed-gene-0.17,eef1alpha1_2,000449F,44387,60274,Elongation factor 1-alpha 1,P08736,LASC020538,NA,NA,Other,evm-000449F-processed-gene-0.17
5.149675658207587e-58,2.488289506477061,0.466,0.252,1.5449026974622761e-54,ZoneA_MaSp1,LASC018202,maker-000330F-est_gff_StringTie-gene-2.2,LASC018202,000330F,402510,416317,hypothetical protein,NA,LASC018202,NA,NA,Other,maker-000330F-est-gff-StringTie-gene-2.2
6.763848030773072e-58,3.205329995794566,0.358,0.09,2.0291544092319217e-54,ZoneA_MaSp1,LASC021101,maker-000488F-est_gff_StringTie-gene-3.6,LASC021101,000488F,580745,657460,hypothetical protein,NA,LASC021101,NA,NA,Other,maker-000488F-est-gff-StringTie-gene-3.6
7.517011536147955e-58,1.2560921671228424,0.507,0.288,2.2551034608443862e-54,ZoneA_MaSp1,gas2,maker-000457F-augustus-gene-3.10,gas2,000457F,691703,724315,Growth arrest-specific protein 2,P11862,LASC020668,NA,NA,Other,maker-000457F-augustus-gene-3.10
8.72927825805052e-58,6.931676461089371,0.448,0.215,2.6187834774151563e-54,ZoneA_MaSp1,prkag3,maker-000221F-est_gff_StringTie-gene-7.1,prkag3,000221F,1215738,1471608,5'-AMP-activated protein kinase subunit gamma-3,Q2LL38,LASC014966,NA,NA,Other,maker-000221F-est-gff-StringTie-gene-7.1
8.885437781672058e-58,4.495557217091042,0.424,0.177,2.665631334501618e-54,ZoneA_MaSp1,LASC002684,evm-000017F-processed-gene-9.0,LASC002684,000017F,1911303,2143029,hypothetical protein,NA,LASC002684,NA,NA,Other,evm-000017F-processed-gene-9.0
1.6638341754529313e-57,1.1890143554384984,0.292,0.103,4.991502526358794e-54,ZoneA_MaSp1,fam160b1,augustus_masked-000330F-processed-gene-4.9,fam160b1,000330F,1020343,1022424,Protein FAM160B1,A0JPG1,LASC018215,NA,NA,Other,augustus-masked-000330F-processed-gene-4.9
2.4351043561152857e-57,2.188510663729476,0.262,0.078,7.305313068345857e-54,ZoneA_MaSp1,stan,maker-000336F-est_gff_StringTie-gene-5.0,stan,000336F,661266,1149065,Protocadherin-like wing polarity protein stan,Q9V5N8,LASC018377,NA,NA,Other,maker-000336F-est-gff-StringTie-gene-5.0
2.789934030721529e-57,6.253724547441902,0.399,0.205,8.369802092164586e-54,ZoneA_MaSp1,bahcc1-tnrc18,maker-000029F-est_gff_StringTie-gene-16.0,bahcc1_tnrc18,000029F,3470495,3799526,"BAH and coiled-coil domain-containing protein 1,Trinucleotide repeat-containing gene 18 protein","Q3UHR0,Q80WC3",LASC003896,NA,NA,Other,maker-000029F-est-gff-StringTie-gene-16.0
3.171696902094554e-57,4.186406325963411,0.295,0.1,9.515090706283661e-54,ZoneA_MaSp1,tutl-2,maker-000542F-est_gff_StringTie-gene-1.0,tutl_2,000542F,138097,226632,"hypothetical protein,Protein turtle",Q967D7,LASC021738,NA,NA,Other,maker-000542F-est-gff-StringTie-gene-1.0
3.605928740104515e-57,1.5950951830072508,0.359,0.112,1.0817786220313546e-53,ZoneA_MaSp1,LASC005395,augustus_masked-000048F-processed-gene-6.13,LASC005395,000048F,1586681,1589224,hypothetical protein,NA,LASC005395,NA,NA,Other,augustus-masked-000048F-processed-gene-6.13
4.4386673218301354e-57,0.9610090650449052,0.306,0.126,1.3316001965490406e-53,ZoneA_MaSp1,scp2-3,augustus_masked-000224F-processed-gene-2.10,scp2_3,000224F,600506,602113,Non-specific lipid-transfer protein,O62742,LASC015072,NA,NA,Other,augustus-masked-000224F-processed-gene-2.10
4.45564222293786e-57,3.8720878900734244,0.401,0.168,1.336692666881358e-53,ZoneA_MaSp1,egfr-2,maker-000258F-est_gff_StringTie-gene-3.0,egfr_2,000258F,510991,648231,Epidermal growth factor receptor,P0CY46,LASC016213,NA,NA,Other,maker-000258F-est-gff-StringTie-gene-3.0
1.1241545888014774e-56,3.0006326604804325,0.331,0.154,3.372463766404432e-53,ZoneA_MaSp1,osp,maker-000016F-est_gff_StringTie-gene-10.0,osp,000016F,2122500,2336029,Protein outspread,Q27421,LASC002572,NA,NA,Other,maker-000016F-est-gff-StringTie-gene-10.0
1.9726030873710653e-56,7.915122851149323,0.32,0.139,5.917809262113196e-53,ZoneA_MaSp1,dgkq-2,maker-000117F-est_gff_StringTie-gene-21.1,dgkq_2,000117F,4927718,5066835,Diacylglycerol kinase theta,Q6P5E8,LASC010150,NA,NA,Other,maker-000117F-est-gff-StringTie-gene-21.1
2.583597586951728e-56,2.751615686582644,0.343,0.138,7.750792760855185e-53,ZoneA_MaSp1,zcwpw1-2,maker-000653F-exonerate_protein2genome-gene-0.0,zcwpw1_2,000653F,78089,163065,Zinc finger CW-type PWWP domain protein 1,Q9H0M4,LASC022348,NA,NA,Other,maker-000653F-exonerate-protein2genome-gene-0.0
6.688251709911083e-56,1.2095455018736594,0.312,0.124,2.006475512973325e-52,ZoneA_MaSp1,bgb,maker-000033F-exonerate_protein2genome-gene-33.2,bgb,000033F,7846839,7894061,"Protein, big, brother",Q24040,LASC004291,NA,NA,Other,maker-000033F-exonerate-protein2genome-gene-33.2
1.765474383914389e-55,0.7534437382096861,0.548,0.352,5.296423151743167e-52,ZoneA_MaSp1,LASC006378,augustus_masked-000059F-processed-gene-13.10,LASC006378,000059F,3268651,3270591,hypothetical protein,NA,LASC006378,NA,NA,Other,augustus-masked-000059F-processed-gene-13.10
6.642111777357301e-55,7.005308796819614,0.432,0.207,1.9926335332071902e-51,ZoneA_MaSp1,maco1a,maker-000080F-est_gff_StringTie-gene-15.0,maco1a,000080F,3507565,3649395,Macoilin-1,Q2TLY2,LASC007872,NA,NA,Other,maker-000080F-est-gff-StringTie-gene-15.0
9.176091781270995e-55,7.807480214901831,0.491,0.262,2.7528275343812984e-51,ZoneA_MaSp1,cdc28-rnf31,maker-000060F-est_gff_StringTie-gene-10.2,cdc28_rnf31,000060F,2157947,2354449,"E3 ubiquitin-protein ligase RNF31,hypothetical protein,Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein cdc28","Q924T7,Q10752",LASC006434,NA,NA,Other,maker-000060F-est-gff-StringTie-gene-10.2
1.716888759917225e-54,2.7182814814776215,0.419,0.198,5.150666279751674e-51,ZoneA_MaSp1,ttc3,maker-000225F-est_gff_StringTie-gene-13.1,ttc3,000225F,3055128,3192905,E3 ubiquitin-protein ligase TTC3,"O88196,P53804",LASC015110,NA,NA,Other,maker-000225F-est-gff-StringTie-gene-13.1
2.8095781217746876e-54,6.694062710271512,0.514,0.31,8.428734365324063e-51,ZoneA_MaSp1,dicer1,maker-000383F-est_gff_StringTie-gene-3.0,dicer1,000383F,601988,665987,Endoribonuclease Dicer,Q8R418,LASC019455,NA,NA,Other,maker-000383F-est-gff-StringTie-gene-3.0
3.730490212048055e-54,1.1037666719449941,0.215,0.101,1.1191470636144165e-50,ZoneA_MaSp1,rnpc3,augustus_masked-000103F-processed-gene-12.14,rnpc3,000103F,3038277,3039686,RNA-binding region-containing protein 3,Q4G055,LASC009416,NA,NA,Other,augustus-masked-000103F-processed-gene-12.14
5.761116017250466e-54,1.649721010168344,0.309,0.125,1.72833480517514e-50,ZoneA_MaSp1,vamp714,maker-000017F-est_gff_StringTie-gene-36.0,vamp714,000017F,8696539,8728065,Vesicle-associated membrane protein 714,Q9FMR5,LASC002718,NA,NA,Other,maker-000017F-est-gff-StringTie-gene-36.0
1.11866289801938e-53,7.16501606666972,0.418,0.18,3.3559886940581403e-50,ZoneA_MaSp1,patj-2,evm-000111F-processed-gene-17.29,patj_2,000111F,3137674,4192233,InaD-like protein,Q63ZW7,LASC009770,NA,NA,Other,evm-000111F-processed-gene-17.29
1.9969861589975516e-53,2.1701308252355247,0.328,0.15,5.990958476992655e-50,ZoneA_MaSp1,fbxo28,maker-000329F-augustus-gene-6.12,fbxo28,000329F,1426140,1448437,"F-box only protein 28,hypothetical protein","Q9NVF7,Q2NL16,Q8BIG4",LASC018180,NA,NA,Other,maker-000329F-augustus-gene-6.12
2.3364513446735614e-53,0.8813540261274735,0.228,0.076,7.009354034020684e-50,ZoneA_MaSp1,wdr27,maker-000060F-est_gff_StringTie-gene-30.3,wdr27,000060F,7272115,7306926,WD repeat-containing protein 27,"A2RRH5,Q8C5V5",LASC006484,NA,NA,Other,maker-000060F-est-gff-StringTie-gene-30.3
2.506739671804505e-53,1.4001310924858377,0.274,0.1,7.520219015413515e-50,ZoneA_MaSp1,LASC013964,maker-000196F-est_gff_StringTie-gene-15.12,LASC013964,000196F,3755261,3770293,hypothetical protein,NA,LASC013964,NA,NA,Other,maker-000196F-est-gff-StringTie-gene-15.12
2.766949098143507e-53,4.9045554322559894,0.386,0.177,8.300847294430521e-50,ZoneA_MaSp1,LASC011594,maker-000144F-est_gff_StringTie-gene-11.0,LASC011594,000144F,2523603,2726283,hypothetical protein,NA,LASC011594,NA,NA,Other,maker-000144F-est-gff-StringTie-gene-11.0
4.413702441443597e-53,1.2670972696097849,0.379,0.159,1.3241107324330792e-49,ZoneA_MaSp1,lpin3,maker-000005F-est_gff_StringTie-gene-16.0,lpin3,000005F,3793521,3918565,Phosphatidate phosphatase LPIN3,Q9BQK8,LASC001079,NA,NA,Other,maker-000005F-est-gff-StringTie-gene-16.0
5.926182030973604e-53,2.1460348913879175,0.443,0.198,1.7778546092920812e-49,ZoneA_MaSp1,at5g10370,maker-000228F-est_gff_StringTie-gene-2.1,at5g10370,000228F,271986,570888,ATP-dependent RNA helicase DEAH12%2C chloroplastic,F4KGU4,LASC015181,NA,NA,Other,maker-000228F-est-gff-StringTie-gene-2.1
7.772764251542912e-53,0.719151667004196,0.379,0.207,2.3318292754628736e-49,ZoneA_MaSp1,rimbp2-2,maker-000230F-est_gff_StringTie-gene-8.1,rimbp2_2,000230F,1577349,1876084,RIMS-binding protein 2,Q8QFX1,LASC015257,NA,NA,Other,maker-000230F-est-gff-StringTie-gene-8.1
1.1346533693668677e-52,0.622659169636508,0.29,0.122,3.403960108100603e-49,ZoneA_MaSp1,bsk,evm-000021F-processed-gene-8.12,bsk,000021F,1878139,2072469,Stress-activated protein kinase JNK,P92208,LASC003006,NA,NA,Other,evm-000021F-processed-gene-8.12
1.3743556592200186e-52,2.3431124573036524,0.292,0.123,4.1230669776600555e-49,ZoneA_MaSp1,drc3,maker-000007F-est_gff_StringTie-gene-60.3,drc3,000007F,14378887,14442190,"Dynein regulatory complex subunit 3,hypothetical protein",Q4R6X9,LASC001470,NA,NA,Other,maker-000007F-est-gff-StringTie-gene-60.3
1.4040087648986162e-52,0.29362746446094157,0.224,0.096,4.212026294695849e-49,ZoneA_MaSp1,LASC022305,maker-000640F-est_gff_StringTie-gene-0.3,LASC022305,000640F,200644,215994,hypothetical protein,NA,LASC022305,NA,NA,Other,maker-000640F-est-gff-StringTie-gene-0.3
1.4349120811755169e-52,4.393541882542139,0.315,0.109,4.304736243526551e-49,ZoneA_MaSp1,fnbp4,maker-000028F-augustus-gene-19.3,fnbp4,000028F,4525846,4620210,"hypothetical protein,Formin-binding protein 4",Q6ZQ03,LASC003824,NA,NA,Other,maker-000028F-augustus-gene-19.3
1.648286672453345e-52,0.42656472588347505,0.356,0.125,4.944860017360035e-49,ZoneA_MaSp1,rbm33,maker-000402F-est_gff_StringTie-gene-3.0,rbm33,000402F,634667,743688,"RNA-binding protein 33,hypothetical protein",Q9CXK9,LASC019818,NA,NA,Other,maker-000402F-est-gff-StringTie-gene-3.0
1.8056030578015106e-52,9.29471441708184,0.362,0.169,5.416809173404532e-49,ZoneA_MaSp1,lats1-wts,maker-000049F-exonerate_protein2genome-gene-24.3,lats1_wts,000049F,5706991,5799385,"Serine/threonine-protein kinase LATS1,Serine/threonine-protein kinase Warts","Q8BYR2,Q9VA38",LASC005526,NA,NA,Other,maker-000049F-exonerate-protein2genome-gene-24.3
1.846313846242031e-52,5.676648434377089,0.351,0.138,5.5389415387260925e-49,ZoneA_MaSp1,con,maker-000144F-est_gff_StringTie-gene-20.1,con,000144F,4921325,5046810,Connectin,Q01819,LASC011602,NA,NA,Other,maker-000144F-est-gff-StringTie-gene-20.1
2.5882364960771155e-52,1.4429963486714161,0.306,0.095,7.764709488231346e-49,ZoneA_MaSp1,hps5,maker-000059F-est_gff_StringTie-gene-24.1,hps5,000059F,5795524,5870386,Hermansky-Pudlak syndrome 5 protein,Q9UPZ3,LASC006402,NA,NA,Other,maker-000059F-est-gff-StringTie-gene-24.1
7.913248416432355e-52,1.728321405797434,0.257,0.09,2.3739745249297067e-48,ZoneA_MaSp1,bscl2,maker-000388F-est_gff_StringTie-gene-6.2,bscl2,000388F,1590367,1627384,Seipin,Q5FVJ6,LASC019547,NA,NA,Other,maker-000388F-est-gff-StringTie-gene-6.2
1.015602975037017e-51,1.63804264869826,0.239,0.109,3.0468089251110506e-48,ZoneA_MaSp1,LASC021372,evm-000510F-processed-gene-2.25,LASC021372,000510F,810888,875068,hypothetical protein,NA,LASC021372,NA,NA,Other,evm-000510F-processed-gene-2.25
1.0642009208400964e-51,0.8563693124446985,0.281,0.096,3.192602762520289e-48,ZoneA_MaSp1,shprh,maker-000050F-est_gff_StringTie-gene-22.3,shprh,000050F,5047060,5207677,"E3, ubiquitin-protein, ligase, SHPRH","Q7TPQ3,Q149N8",LASC005593,NA,NA,Other,maker-000050F-est-gff-StringTie-gene-22.3
1.2945440214471513e-51,2.0424437159824453,0.332,0.096,3.8836320643414535e-48,ZoneA_MaSp1,sntg2,maker-000149F-est_gff_StringTie-gene-5.1,sntg2,000149F,1102546,1137806,Gamma-2-syntrophin,Q925E0,LASC011805,NA,NA,Other,maker-000149F-est-gff-StringTie-gene-5.1
1.3657950845541337e-51,1.087445236628433,0.261,0.062,4.097385253662401e-48,ZoneA_MaSp1,frmd5,evm-000046F-processed-gene-16.8,frmd5,000046F,3820030,3843161,FERM domain-containing protein 5,Q6P5H6,LASC005254,NA,NA,Other,evm-000046F-processed-gene-16.8
2.0080603009605434e-51,2.808582010289885,0.329,0.126,6.02418090288163e-48,ZoneA_MaSp1,hmgb3,evm-000046F-processed-gene-31.9,hmgb3,000046F,7422162,7498538,High mobility group protein B3,Q32L31,LASC005277,NA,NA,Other,evm-000046F-processed-gene-31.9
2.354139723357081e-51,3.047606115999139,0.312,0.14,7.062419170071243e-48,ZoneA_MaSp1,LASC017739,maker-000310F-est_gff_StringTie-gene-9.74,LASC017739,000310F,2019316,2449403,hypothetical protein,NA,LASC017739,NA,NA,Other,maker-000310F-est-gff-StringTie-gene-9.74
2.7931610710753847e-51,2.1084102919729517,0.35,0.144,8.379483213226154e-48,ZoneA_MaSp1,tut1-3,maker-000077F-est_gff_StringTie-gene-2.3,tut1_3,000077F,459544,528802,Speckle targeted PIP5K1A-regulated poly(A) polymerase,Q4KMD7,LASC007594,NA,NA,Other,maker-000077F-est-gff-StringTie-gene-2.3
6.099867785125438e-51,2.238230355490302,0.29,0.093,1.8299603355376313e-47,ZoneA_MaSp1,egal-1,maker-000024F-est_gff_StringTie-gene-40.0,egal-1,000024F,9549353,9576009,Egalitarian protein homolog,Q17902,LASC003461,NA,NA,Other,maker-000024F-est-gff-StringTie-gene-40.0
1.045742474544665e-50,7.2699241358063835,0.324,0.152,3.137227423633995e-47,ZoneA_MaSp1,txnrd2,evm-000441F-processed-gene-4.0,txnrd2,000441F,878293,1130943,Thioredoxin reductase 2%2C mitochondrial,Q9JLT4,LASC020437,NA,NA,Other,evm-000441F-processed-gene-4.0
2.2521566965698833e-50,2.336560105750566,0.296,0.115,6.75647008970965e-47,ZoneA_MaSp1,rrnad1,maker-000178F-est_gff_StringTie-gene-5.2,rrnad1,000178F,1148305,1177589,Protein RRNAD1,"Q8BZG5,Q96FB5,Q6AYG0",LASC013092,NA,NA,Other,maker-000178F-est-gff-StringTie-gene-5.2
4.911662673148945e-50,1.5643154503047345,0.267,0.076,1.4734988019446835e-46,ZoneA_MaSp1,tdpoz3-11,augustus_masked-000003F-processed-gene-76.0,tdpoz3_11,000003F,18028211,18029994,TD and POZ domain-containing protein 3,Q717B4,LASC000868,NA,NA,Other,augustus-masked-000003F-processed-gene-76.0
1.0028866198710835e-49,0.5059905125270827,0.342,0.136,3.0086598596132505e-46,ZoneA_MaSp1,btbd10,maker-000152F-exonerate_protein2genome-gene-16.2,btbd10,000152F,3561736,3864278,BTB/POZ domain-containing protein 10,Q80X66,LASC011948,NA,NA,Other,maker-000152F-exonerate-protein2genome-gene-16.2
1.4655154045314774e-49,0.5468736360821627,0.343,0.121,4.3965462135944325e-46,ZoneA_MaSp1,tti1,augustus_masked-000082F-processed-gene-24.1,tti1,000082F,5677313,5680333,TELO2-interacting protein 1 homolog,O43156,LASC008080,NA,NA,Other,augustus-masked-000082F-processed-gene-24.1
1.4894655560675572e-49,2.5030264467211794,0.337,0.128,4.468396668202671e-46,ZoneA_MaSp1,LASC013291,maker-000182F-est_gff_StringTie-gene-15.0,LASC013291,000182F,3673116,3684369,hypothetical protein,NA,LASC013291,NA,NA,Other,maker-000182F-est-gff-StringTie-gene-15.0
2.2508739010436223e-49,1.6140046589699768,0.291,0.126,6.752621703130867e-46,ZoneA_MaSp1,nemp1,maker-000249F-est_gff_StringTie-gene-12.2,nemp1,000249F,2942560,2995726,Nuclear envelope integral membrane protein 1,Q28EH9,LASC015915,NA,NA,Other,maker-000249F-est-gff-StringTie-gene-12.2
2.846334099861095e-49,3.984228118038798,0.25,0.115,8.539002299583285e-46,ZoneA_MaSp1,LASC014379,evm-000208F-processed-gene-0.7,LASC014379,000208F,48647,88228,hypothetical protein,NA,LASC014379,NA,NA,Other,evm-000208F-processed-gene-0.7
3.0356826101037522e-49,0.6908216712835435,0.537,0.349,9.107047830311257e-46,ZoneA_MaSp1,LASC021266,maker-000501F-augustus-gene-3.0,LASC021266,000501F,742956,877185,hypothetical protein,NA,LASC021266,NA,NA,Other,maker-000501F-augustus-gene-3.0
3.875702637421325e-49,1.595647395215499,0.304,0.096,1.1627107912263974e-45,ZoneA_MaSp1,LASC017685,augustus_masked-000308F-processed-gene-7.0,LASC017685,000308F,1520395,1520604,hypothetical protein,NA,LASC017685,NA,NA,Other,augustus-masked-000308F-processed-gene-7.0
4.9181037206282425e-49,4.837056401926343,0.429,0.245,1.4754311161884728e-45,ZoneA_MaSp1,rela-nfkb1,maker-000148F-augustus-gene-4.12,rela_nfkb1,000148F,866160,948189,"Putative, transcription, factor, p65, homolog,Nuclear, factor, NF-kappa-B, p105, subunit,Transcription, factor, p65","Q04865,Q04861,P98152",LASC011744,NA,NA,Other,maker-000148F-augustus-gene-4.12
6.200498670807256e-49,3.0473803799995487,0.35,0.138,1.8601496012421767e-45,ZoneA_MaSp1,LASC017480,maker-000301F-est_gff_StringTie-gene-3.0,LASC017480,000301F,794479,821937,hypothetical protein,NA,LASC017480,NA,NA,Other,maker-000301F-est-gff-StringTie-gene-3.0
1.1023968713998499e-48,4.011107083377006,0.389,0.184,3.3071906141995496e-45,ZoneA_MaSp1,sytl5-2,evm-000300F-processed-gene-3.3,sytl5_2,000300F,489866,724965,Synaptotagmin-like protein 5,Q812E4,LASC017451,NA,NA,Other,evm-000300F-processed-gene-3.3
1.4696434908505784e-48,4.612549287141055,0.365,0.152,4.408930472551735e-45,ZoneA_MaSp1,epb4.1l4-2,maker-000267F-est_gff_StringTie-gene-9.0,epb4.1l4_2,000267F,1974715,2266859,"Band, 4.1-like, protein, 4",O57457,LASC016576,NA,NA,Other,maker-000267F-est-gff-StringTie-gene-9.0
1.529505395309909e-48,1.1699257974207633,0.25,0.083,4.588516185929727e-45,ZoneA_MaSp1,wwtr1,maker-000038F-est_gff_StringTie-gene-31.0,wwtr1,000038F,7368814,7430732,"hypothetical protein,WW domain-containing transcription regulator protein 1",Q9GZV5,LASC004654,NA,NA,Other,maker-000038F-est-gff-StringTie-gene-31.0
2.0261579867582748e-48,10.833529676746394,0.514,0.328,6.078473960274825e-45,ZoneA_MaSp1,tspan11-4,maker-000139F-est_gff_StringTie-gene-3.2,tspan11_4,000139F,684264,786975,Tetraspanin-11,Q568Y5,LASC011337,NA,NA,Other,maker-000139F-est-gff-StringTie-gene-3.2
2.7381703294014464e-48,5.42731581585827,0.391,0.181,8.214510988204339e-45,ZoneA_MaSp1,sptbn5,evm-000077F-processed-gene-30.3,sptbn5,000077F,6907057,7103584,Spectrin beta chain%2C non-erythrocytic 5,Q9NRC6,LASC007671,NA,NA,Other,evm-000077F-processed-gene-30.3
3.889895994451641e-48,3.9921891605840996,0.371,0.22,1.1669687983354923e-44,ZoneA_MaSp1,hif1a,maker-000120F-est_gff_StringTie-gene-17.1,hif1a,000120F,3817651,4063147,"Hypoxia-inducible factor 1-alpha,hypothetical protein",Q9YIB9,LASC010317,NA,NA,Other,maker-000120F-est-gff-StringTie-gene-17.1
4.046906249106908e-48,2.4797692492762167,0.28,0.115,1.2140718747320725e-44,ZoneA_MaSp1,moxd1-2,maker-000013F-est_gff_StringTie-gene-23.2,moxd1_2,000013F,5497485,5572934,DBH-like monooxygenase protein 1 homolog,Q5TZ24,LASC002231,NA,NA,Other,maker-000013F-est-gff-StringTie-gene-23.2
4.116833479717893e-48,2.7137827595568638,0.343,0.128,1.235050043915368e-44,ZoneA_MaSp1,tl-3,maker-000001F-est_gff_StringTie-gene-61.0,tl_3,000001F,14611856,14669406,Protein toll,P08953,LASC000427,NA,NA,Other,maker-000001F-est-gff-StringTie-gene-61.0
4.53694138960229e-48,1.7834096806713315,0.273,0.098,1.361082416880687e-44,ZoneA_MaSp1,invs,maker-000136F-est_gff_StringTie-gene-8.1,invs,000136F,1822577,1911964,Inversin,Q9Y283,LASC011193,NA,NA,Other,maker-000136F-est-gff-StringTie-gene-8.1
4.537474773914872e-48,1.7328665356006452,0.611,0.41,1.3612424321744615e-44,ZoneA_MaSp1,hn,maker-000174F-exonerate_protein2genome-gene-1.0,hn,000174F,220402,246254,Protein henna,P17276,LASC012862,NA,NA,Other,maker-000174F-exonerate-protein2genome-gene-1.0
5.794468427881168e-48,1.2519927081976014,0.354,0.195,1.7383405283643505e-44,ZoneA_MaSp1,cadn-2,evm-000327F-processed-gene-8.26,cadn_2,000327F,1515475,1973977,Neural-cadherin,O15943,LASC018149,NA,NA,Other,evm-000327F-processed-gene-8.26
6.442966492391436e-48,3.016781935263772,0.278,0.09,1.932889947717431e-44,ZoneA_MaSp1,mtss1-2,maker-000192F-est_gff_StringTie-gene-13.2,mtss1_2,000192F,3150467,3226892,Protein MTSS 1,O43312,LASC013781,NA,NA,Other,maker-000192F-est-gff-StringTie-gene-13.2
1.099759645790438e-47,4.127025082478269,0.352,0.078,3.299278937371314e-44,ZoneA_MaSp1,lgals4,evm-000339F-processed-gene-8.31,lgals4,000339F,1967084,1995408,Galectin-4,Q8K419,LASC018502,NA,NA,Other,evm-000339F-processed-gene-8.31
1.3925591135767005e-47,9.134856491487387,0.294,0.153,4.1776773407301016e-44,ZoneA_MaSp1,slc25a30,maker-000023F-exonerate_protein2genome-gene-27.2,slc25a30,000023F,6419659,6446203,Kidney mitochondrial carrier protein 1,Q5SVS4,LASC003298,NA,NA,Other,maker-000023F-exonerate-protein2genome-gene-27.2
2.6734876720489235e-47,2.3797759583494305,0.336,0.138,8.020463016146771e-44,ZoneA_MaSp1,pigv,maker-000339F-est_gff_StringTie-gene-8.3,pigv,000339F,1846152,1856568,GPI mannosyltransferase 2,Q7TPN3,LASC018496,NA,NA,Other,maker-000339F-est-gff-StringTie-gene-8.3
2.844724673313966e-47,1.2959228755766592,0.313,0.13,8.534174019941899e-44,ZoneA_MaSp1,rreb1-2,maker-000207F-est_gff_StringTie-gene-7.1,rreb1_2,000207F,1650087,1796779,Ras-responsive element-binding protein 1,Q92766,LASC014344,NA,NA,Other,maker-000207F-est-gff-StringTie-gene-7.1
5.15939162869322e-47,4.2740856244884124,0.342,0.15,1.5478174886079658e-43,ZoneA_MaSp1,kdm3b,maker-000098F-est_gff_StringTie-gene-9.1,kdm3b,000098F,2019034,2216050,Lysine-specific demethylase 3B,Q7LBC6,LASC009079,NA,NA,Other,maker-000098F-est-gff-StringTie-gene-9.1
9.847254687857316e-47,4.242063621663823,0.361,0.102,2.9541764063571947e-43,ZoneA_MaSp1,LASC017053,maker-000284F-est_gff_StringTie-gene-2.0,LASC017053,000284F,99921,529717,hypothetical protein,NA,LASC017053,NA,NA,Other,maker-000284F-est-gff-StringTie-gene-2.0
1.0235667701007435e-46,2.6426598130734096,0.296,0.1,3.0707003103022305e-43,ZoneA_MaSp1,dek-2,maker-000092F-est_gff_StringTie-gene-25.1,dek_2,000092F,5867032,6049066,Protein DEK,Q6AXS3,LASC008706,NA,NA,Other,maker-000092F-est-gff-StringTie-gene-25.1
1.3679636065116534e-46,0.8737878291123167,0.342,0.145,4.10389081953496e-43,ZoneA_MaSp1,anks3,maker-000558F-est_gff_StringTie-gene-0.1,anks3,000558F,125260,155002,Ankyrin repeat and SAM domain-containing protein 3,Q6ZW76,LASC021876,NA,NA,Other,maker-000558F-est-gff-StringTie-gene-0.1
2.1149124797546505e-46,1.7796804248839582,0.25,0.093,6.3447374392639515e-43,ZoneA_MaSp1,cidec,maker-000032F-est_gff_StringTie-gene-6.2,cidec,000032F,1453530,1506730,Cell death activator CIDE-3,P56198,LASC004145,NA,NA,Other,maker-000032F-est-gff-StringTie-gene-6.2
2.2495156120212287e-46,2.37379484151519,0.299,0.103,6.748546836063686e-43,ZoneA_MaSp1,klhl26,maker-000139F-est_gff_StringTie-gene-14.0,klhl26,000139F,3221792,3294148,"Kelch-like protein 26,hypothetical protein",Q53HC5,LASC011379,NA,NA,Other,maker-000139F-est-gff-StringTie-gene-14.0
2.6029160103380435e-46,3.621263336797645,0.307,0.153,7.808748031014131e-43,ZoneA_MaSp1,ftsj3-spb1,maker-000093F-est_gff_StringTie-gene-4.5,ftsj3_spb1,000093F,934938,970169,"pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3,AdoMet-dependent rRNA methyltransferase spb1","Q5ZKM1,O42832",LASC008733,NA,NA,Other,maker-000093F-est-gff-StringTie-gene-4.5
3.843938553013445e-46,3.6153511048838034,0.361,0.164,1.1531815659040336e-42,ZoneA_MaSp1,nle1,maker-000178F-est_gff_StringTie-gene-2.3,nle1,000178F,526057,578181,Notchless protein homolog 1,"Q58D20,Q9NVX2",LASC013082,NA,NA,Other,maker-000178F-est-gff-StringTie-gene-2.3
4.9285485130314124e-46,8.40170239147161,0.346,0.154,1.478564553909424e-42,ZoneA_MaSp1,hexd-3,maker-000197F-est_gff_StringTie-gene-0.0,hexd_3,000197F,16022,118957,Hexosaminidase D,Q8WVB3,LASC013973,NA,NA,Other,maker-000197F-est-gff-StringTie-gene-0.0
1.104822428432417e-45,8.58841734423616,0.414,0.178,3.314467285297251e-42,ZoneA_MaSp1,baiap2,maker-000492F-est_gff_StringTie-gene-2.0,baiap2,000492F,315313,530423,Brain-specific angiogenesis inhibitor 1-associated protein 2,Q6GMN2,LASC021158,NA,NA,Other,maker-000492F-est-gff-StringTie-gene-2.0
